icase,CHL,MALH,P_LUB,rhow_350.0,rhow_355.0,rhow_360.0,rhow_365.0,rhow_370.0,rhow_375.0,rhow_380.0,rhow_385.0,rhow_390.0,rhow_395.0,rhow_400.0,rhow_405.0,rhow_410.0,rhow_415.0,rhow_420.0,rhow_425.0,rhow_430.0,rhow_435.0,rhow_440.0,rhow_445.0,rhow_450.0,rhow_455.0,rhow_460.0,rhow_465.0,rhow_470.0,rhow_475.0,rhow_480.0,rhow_485.0,rhow_490.0,rhow_495.0,rhow_500.0,rhow_505.0,rhow_510.0,rhow_515.0,rhow_520.0,rhow_525.0,rhow_530.0,rhow_535.0,rhow_540.0,rhow_545.0,rhow_550.0,rhow_555.0,rhow_560.0,rhow_565.0,rhow_570.0,rhow_575.0,rhow_580.0,rhow_585.0,rhow_590.0,rhow_595.0,rhow_600.0,rhow_605.0,rhow_610.0,rhow_615.0,rhow_620.0,rhow_625.0,rhow_630.0,rhow_635.0,rhow_640.0,rhow_645.0,rhow_650.0,rhow_655.0,rhow_660.0,rhow_665.0,rhow_670.0,rhow_675.0,rhow_680.0,rhow_685.0,rhow_690.0,rhow_695.0,rhow_700.0,rhow_705.0,rhow_710.0,rhow_715.0,rhow_720.0,rhow_725.0,rhow_730.0,rhow_735.0,rhow_740.0,rhow_745.0,rhow_750.0,rhow_755.0,rhow_760.0,rhow_765.0,rhow_770.0,rhow_775.0,rhow_780.0,rhow_785.0,rhow_790.0,rhow_795.0,rhow_800.0,rhow_805.0,rhow_810.0,rhow_815.0,rhow_820.0,rhow_825.0,rhow_830.0,rhow_835.0,rhow_840.0,rhow_845.0,rhow_850.0,rhow_855.0,rhow_860.0,rhow_865.0,rhow_870.0,rhow_875.0,rhow_880.0,rhow_885.0,rhow_890.0,rhow_895.0,rhow_900.0,rhow_905.0,rhow_910.0,rhow_915.0,rhow_920.0,rhow_925.0,rhow_930.0,rhow_935.0,rhow_940.0,rhow_945.0,D2rhow_350.0,D2rhow_355.0,D2rhow_360.0,D2rhow_365.0,D2rhow_370.0,D2rhow_375.0,D2rhow_380.0,D2rhow_385.0,D2rhow_390.0,D2rhow_395.0,D2rhow_400.0,D2rhow_405.0,D2rhow_410.0,D2rhow_415.0,D2rhow_420.0,D2rhow_425.0,D2rhow_430.0,D2rhow_435.0,D2rhow_440.0,D2rhow_445.0,D2rhow_450.0,D2rhow_455.0,D2rhow_460.0,D2rhow_465.0,D2rhow_470.0,D2rhow_475.0,D2rhow_480.0,D2rhow_485.0,D2rhow_490.0,D2rhow_495.0,D2rhow_500.0,D2rhow_505.0,D2rhow_510.0,D2rhow_515.0,D2rhow_520.0,D2rhow_525.0,D2rhow_530.0,D2rhow_535.0,D2rhow_540.0,D2rhow_545.0,D2rhow_550.0,D2rhow_555.0,D2rhow_560.0,D2rhow_565.0,D2rhow_570.0,D2rhow_575.0,D2rhow_580.0,D2rhow_585.0,D2rhow_590.0,D2rhow_595.0,D2rhow_600.0,D2rhow_605.0,D2rhow_610.0,D2rhow_615.0,D2rhow_620.0,D2rhow_625.0,D2rhow_630.0,D2rhow_635.0,D2rhow_640.0,D2rhow_645.0,D2rhow_650.0,D2rhow_655.0,D2rhow_660.0,D2rhow_665.0,D2rhow_670.0,D2rhow_675.0,D2rhow_680.0,D2rhow_685.0,D2rhow_690.0,D2rhow_695.0,D2rhow_700.0,D2rhow_705.0,D2rhow_710.0,D2rhow_715.0,D2rhow_720.0,D2rhow_725.0,D2rhow_730.0,D2rhow_735.0,D2rhow_740.0,D2rhow_745.0,D2rhow_750.0,D2rhow_755.0,D2rhow_760.0,D2rhow_765.0,D2rhow_770.0,D2rhow_775.0,D2rhow_780.0,D2rhow_785.0,D2rhow_790.0,D2rhow_795.0,D2rhow_800.0,D2rhow_805.0,D2rhow_810.0,D2rhow_815.0,D2rhow_820.0,D2rhow_825.0,D2rhow_830.0,D2rhow_835.0,D2rhow_840.0,D2rhow_845.0,D2rhow_850.0,D2rhow_855.0,D2rhow_860.0,D2rhow_865.0,D2rhow_870.0,D2rhow_875.0,D2rhow_880.0,D2rhow_885.0,D2rhow_890.0,D2rhow_895.0,D2rhow_900.0,D2rhow_905.0,D2rhow_910.0,D2rhow_915.0,D2rhow_920.0,D2rhow_925.0,D2rhow_930.0,D2rhow_935.0,D2rhow_940.0,D2rhow_945.0
0,,-0.002565039,0,0.04259,0.043189,0.044856,0.046275,0.047343,0.049339,0.051643,0.053817,0.056194,0.057783,0.059643,0.061282,0.062581,0.064348,0.066349,0.068799,0.071935,0.075666,0.07929,0.083001,0.086713,0.090213,0.093678,0.096998,0.100414,0.10417,0.107922,0.11111,0.114146,0.117294,0.120031,0.122794,0.125459,0.127965,0.130946,0.134216,0.137117,0.139752,0.142118,0.144485,0.146892,0.149215,0.151449,0.153265,0.154081,0.153559,0.151394,0.147538,0.142267,0.135449,0.127764,0.121328,0.117041,0.114021,0.111733,0.109675,0.107777,0.106318,0.104904,0.103019,0.100264,0.095783,0.09014,0.085199,0.081714,0.079951,0.079689,0.079868,0.079438,0.077768,0.073768,0.067765,0.060682,0.05268,0.044304,0.036586,0.029546,0.024367,0.02144,0.02004,0.019306,0.018673,0.018174,0.018239,0.018286,0.018233,0.0184,0.01882,0.019406,0.020091,0.020775,0.021238,0.0213,0.020847,0.019776,0.017921,0.015609,0.013733,0.012586,0.011843,0.011231,0.0107,0.010212,0.009785,0.00934,0.008911,0.008432,0.008067,0.007698,0.007363,0.007098,0.006871,0.006614,0.006196,0.005677,0.005229,0.004994,0.004752,0.004441,0.004208,,0.00010078083,0.00010682482,7.4316028e-05,6.7795196e-05,4.2379448e-05,1.4126483e-05,-2.3484532e-06,-2.104071e-05,-2.2340108e-05,-1.3685403e-05,1.2087978e-05,5.1510997e-05,8.0920308e-05,9.6393873e-05,0.00010440484,9.0898254e-05,5.8735173e-05,3.2973714e-05,9.0719437e-06,-5.4479347e-06,-6.7830959e-06,-6.9142278e-06,-6.6758062e-06,-6.3539369e-06,-1.9026048e-05,-3.3820111e-05,-3.6752697e-05,-3.9685283e-05,-3.8481254e-05,-1.9979734e-05,-6.5446743e-06,-6.6758062e-07,3.9816415e-06,-1.3470823e-06,-1.7988913e-05,-2.6524408e-05,-3.094713e-05,-3.5834774e-05,-4.7004828e-05,-7.1633784e-05,-0.00011824522,-0.00018606425,-0.00026399237,-0.00033650831,-0.00038698218,-0.0003843953,-0.0003169339,-0.00020561483,-6.0606783e-05,9.1863861e-05,0.00019687668,0.00023572748,0.00022803839,0.00017884008,0.00010345115,1.8561125e-05,-6.5029505e-05,-0.00012622042,-0.00015009835,-0.00012996364,-4.8876438e-05,7.0405913e-05,0.00016622757,0.00020693807,0.00016844489,4.9710914e-05,-0.00010626453,-0.00025030697,-0.00035188651,-0.00036954163,-0.00031346486,-0.00020419622,-5.3430291e-05,0.00010967396,0.00023725338,0.00032599392,0.00035908685,0.00033425523,0.00026834357,0.00019320498,0.00012636347,8.1528283e-05,5.2071288e-05,4.2427132e-05,4.3094713e-05,3.7086487e-05,2.1863265e-05,3.2663766e-06,-2.5272695e-05,-6.4326161e-05,-0.0001009358,-0.00011977112,-0.00011565834,-9.0814806e-05,-4.5729272e-05,8.5831794e-06,4.82327e-05,6.508911e-05,6.4731478e-05,5.209513e-05,3.1483579e-05,1.6403409e-05,8.5116529e-06,6.2704894e-06,6.0439888e-06,8.4282053e-06,8.249389e-06,6.9738332e-06,3.469035e-06,-6.6758062e-07,-3.767062e-06,-4.8757227e-06,-3.0160339e-06,2.5868749e-06,1.0109078e-05,1.3005901e-05,2.2197055e-05,,
1,,-0.0026989695,0,0.037378,0.037909,0.039379,0.040694,0.04168,0.043495,0.045572,0.04756,0.049744,0.051246,0.052989,0.054565,0.055828,0.057503,0.059376,0.061644,0.064527,0.067928,0.071238,0.074632,0.078055,0.081301,0.084538,0.087652,0.090889,0.094434,0.097967,0.100977,0.103839,0.106798,0.109397,0.112026,0.114559,0.116948,0.119786,0.122894,0.125669,0.128171,0.130419,0.132673,0.134961,0.137197,0.139326,0.141071,0.141888,0.141425,0.139444,0.135885,0.131026,0.124748,0.117643,0.111633,0.107615,0.104791,0.102627,0.100684,0.098903,0.097519,0.096187,0.094468,0.091896,0.08768,0.082378,0.07777,0.074514,0.072902,0.072668,0.072848,0.072448,0.070889,0.06719,0.061619,0.055017,0.047601,0.03997,0.032973,0.026663,0.021984,0.019308,0.018044,0.017382,0.016802,0.016361,0.016396,0.016409,0.01635,0.016516,0.016865,0.017375,0.017981,0.018582,0.018997,0.019066,0.018656,0.017691,0.016034,0.013996,0.012341,0.011314,0.010666,0.010115,0.009641,0.009185,0.008792,0.008396,0.007989,0.007634,0.007294,0.006933,0.006654,0.0064,0.006233,0.005936,0.005604,0.005172,0.004766,0.004423,0.004307,0.003931,0.003811,,9.9767279e-05,0.0001065113,7.4652953e-05,6.8533858e-05,4.3966345e-05,1.7315736e-05,1.1326835e-06,-1.6807981e-05,-1.8695787e-05,-1.0923235e-05,1.261575e-05,4.9890149e-05,7.7803636e-05,9.2775888e-05,0.00010097808,8.8687812e-05,5.8717269e-05,3.4878839e-05,1.3032369e-05,-4.166192e-07,-1.4060898e-06,-2.2263089e-06,-2.9553925e-06,-4.5307338e-06,-1.84354e-05,-3.3941445e-05,-3.7196283e-05,-4.0073559e-05,-3.8029521e-05,-1.9086367e-05,-5.4160496e-06,3.905805e-07,4.7130047e-06,-1.3149544e-06,-1.8617671e-05,-2.7535925e-05,-3.1988543e-05,-3.6701548e-05,-4.7807053e-05,-7.2947418e-05,-0.00012083259,-0.00019003043,-0.00026946149,-0.00034312497,-0.00039378326,-0.00039133562,-0.00032325744,-0.00021078328,-6.4849382e-05,8.8831025e-05,0.00019634482,0.00023661367,0.00022954416,0.00018177616,0.00010638111,1.962016e-05,-6.5682621e-05,-0.00012775888,-0.00015356323,-0.00013287549,-4.9330317e-05,7.3051573e-05,0.00017048839,0.00021259297,0.00017292301,5.1595684e-05,-0.00010807362,-0.00025420281,-0.00035535014,-0.00037111657,-0.0003112536,-0.00019792016,-4.486468e-05,0.00011708301,0.00024249841,0.00032672059,0.00035686038,0.00033044412,0.00026417563,0.00018954872,0.00012466028,7.9769558e-05,5.0658291e-05,4.1753055e-05,4.2495158e-05,3.6024541e-05,2.2093837e-05,3.9318437e-06,-2.424203e-05,-6.2232493e-05,-9.7410777e-05,-0.00011621072,-0.00011226586,-8.7685322e-05,-4.3888229e-05,8.4105001e-06,4.646606e-05,6.2753267e-05,6.1907009e-05,4.9382395e-05,3.0569434e-05,1.6469478e-05,8.6318291e-06,6.8742168e-06,6.991391e-06,7.8897261e-06,6.9393136e-06,6.9002555e-06,3.385031e-06,-5.8587075e-07,-5.3249142e-06,-3.5282439e-06,-4.4786564e-06,1.5753414e-06,8.8401387e-06,1.5597181e-05,2.1208521e-05,,
2,,-0.0028331685,0,0.025687,0.026093,0.027218,0.028273,0.029176,0.030719,0.032528,0.034379,0.036433,0.038075,0.039907,0.041639,0.04324,0.045146,0.047176,0.049531,0.052393,0.055666,0.058832,0.062079,0.065375,0.068599,0.071874,0.075072,0.078361,0.081886,0.08541,0.088535,0.091561,0.094655,0.097425,0.100194,0.102844,0.105375,0.108279,0.111398,0.114206,0.116762,0.119079,0.121354,0.123636,0.125833,0.127934,0.129697,0.130629,0.130442,0.128849,0.125756,0.121378,0.115607,0.109033,0.103498,0.09988,0.097399,0.095526,0.093826,0.092259,0.091053,0.089846,0.088247,0.085865,0.082003,0.077225,0.073158,0.070294,0.068772,0.068386,0.068239,0.067447,0.065614,0.06184,0.056349,0.049934,0.042775,0.035521,0.028985,0.023275,0.019122,0.016817,0.015753,0.015193,0.014692,0.014262,0.014307,0.014369,0.014343,0.014467,0.014765,0.015186,0.015707,0.016208,0.016554,0.016604,0.016248,0.015434,0.014016,0.012322,0.010998,0.010204,0.009686,0.009253,0.008893,0.008541,0.008269,0.007974,0.007686,0.007365,0.007141,0.006859,0.006598,0.006378,0.006187,0.005995,0.005766,0.005435,0.005036,0.004816,0.004523,0.004238,0.004119,,9.2425358e-05,0.00010285283,8.0058888e-05,7.770337e-05,5.9692275e-05,3.843516e-05,2.4416955e-05,7.942692e-06,2.9013088e-06,6.2622309e-06,2.3598269e-05,5.1203792e-05,7.1426776e-05,8.3333633e-05,8.9337331e-05,7.8306612e-05,5.4320544e-05,3.6682885e-05,1.980646e-05,9.5800643e-06,8.6895635e-06,6.5064005e-06,3.5763658e-06,1.7235498e-07,-1.3960753e-05,-2.9113629e-05,-3.3781576e-05,-3.8420798e-05,-3.8348983e-05,-2.2492325e-05,-1.108817e-05,-5.6158997e-06,-1.5799206e-06,-7.8852403e-06,-2.4919657e-05,-3.4255552e-05,-3.9440564e-05,-4.4323956e-05,-5.4579077e-05,-7.8019354e-05,-0.00012367906,-0.00019174491,-0.00027199052,-0.00034897574,-0.00040524965,-0.00040743281,-0.00034037236,-0.00022492325,-7.2661987e-05,8.9078799e-05,0.00020268946,0.00024487334,0.00023592524,0.00018387404,0.00010407368,1.4118745e-05,-7.1828938e-05,-0.00013120523,-0.00015330975,-0.00013116214,-4.8273757e-05,6.9545234e-05,0.00015766172,0.00019063897,0.00014594158,2.2693406e-05,-0.000133848,-0.00027233523,-0.00036500476,-0.00037232984,-0.00030215264,-0.00017963698,-1.8470709e-05,0.0001482971,0.00027380025,0.00035176215,0.00037274637,0.00033678163,0.00026404783,0.00018588485,0.00012004524,7.7028313e-05,4.8675919e-05,3.9095855e-05,3.8995314e-05,3.3207059e-05,1.9188854e-05,2.6284134e-06,-2.3138656e-05,-5.8270346e-05,-9.075926e-05,-0.0001069319,-0.00010206287,-7.8636959e-05,-3.6927054e-05,1.1533421e-05,4.5228819e-05,5.9017218e-05,5.7968725e-05,4.5903876e-05,2.7303901e-05,1.5181601e-05,7.5405304e-06,4.8259394e-06,3.719995e-06,5.0270202e-06,3.6481804e-06,4.553044e-06,3.0593009e-06,-4.8833911e-07,-2.7720426e-06,-4.6823103e-06,-6.247868e-06,-2.197526e-06,6.1042389e-06,9.6806047e-06,2.1142211e-05,,
3,,-0.0052998786,0,0.030282,0.03067,0.031736,0.032573,0.033184,0.034408,0.035816,0.037116,0.038561,0.039478,0.040584,0.041536,0.042206,0.043173,0.044274,0.045615,0.047304,0.049323,0.05136,0.053613,0.055979,0.058218,0.060432,0.062631,0.065043,0.067737,0.070392,0.072558,0.074534,0.076611,0.078555,0.080708,0.08297,0.08522,0.087741,0.090417,0.09293,0.095407,0.097883,0.100578,0.103523,0.1066,0.10969,0.112488,0.11447,0.115366,0.115085,0.113721,0.111554,0.108451,0.104553,0.100806,0.097819,0.095312,0.093363,0.091775,0.090418,0.089538,0.088998,0.08823,0.086243,0.081765,0.075257,0.069013,0.064682,0.063315,0.06465,0.067805,0.071411,0.073414,0.072142,0.067848,0.061672,0.053972,0.045532,0.037447,0.029906,0.02426,0.02106,0.019595,0.018851,0.01824,0.017765,0.017835,0.017906,0.017947,0.018221,0.018728,0.019451,0.020304,0.021129,0.021694,0.021789,0.02126,0.019989,0.017824,0.015182,0.013073,0.011812,0.011029,0.010375,0.009835,0.009356,0.008887,0.008487,0.008017,0.007571,0.007171,0.006788,0.006484,0.006219,0.005934,0.005593,0.005236,0.004883,0.00451,0.004139,0.003804,0.003545,0.00332,,9.1062521e-05,9.5203336e-05,6.5421326e-05,6.0024111e-05,3.6276364e-05,1.0157382e-05,-5.1317783e-06,-2.4349403e-05,-2.6508289e-05,-2.0261676e-05,8.4939779e-07,3.5869361e-05,6.326244e-05,8.0391962e-05,9.4371634e-05,9.1062521e-05,7.0641583e-05,5.4573808e-05,3.7001891e-05,2.4667927e-05,2.2296692e-05,1.7996616e-05,1.1183738e-05,2.4420186e-06,-1.663404e-05,-3.2878773e-05,-3.0330579e-05,-2.1535773e-05,-7.7507548e-06,1.8474402e-05,3.3728171e-05,3.5833969e-05,3.4984571e-05,3.0206709e-05,2.2013559e-05,2.56235e-05,3.2666423e-05,3.4365219e-05,1.8669056e-05,-2.2349779e-05,-9.1752657e-05,-0.00018141721,-0.00027497484,-0.00035234082,-0.00040091576,-0.0004028269,-0.00035273013,-0.00027088711,-0.00016048309,-3.4772222e-05,6.8854308e-05,0.00013485959,0.00017568378,0.00017616156,0.00012822367,3.0702191e-05,-0.00010617472,-0.00024191911,-0.00032586792,-0.00030783592,-0.00014974175,0.00012084453,0.00039608481,0.00057122001,0.00056192973,0.00035945453,2.3340743e-05,-0.00035103133,-0.00064791356,-0.00077015605,-0.00072800469,-0.00055350653,-0.00027380692,3.4418306e-05,0.00028488448,0.00046497451,0.00054710066,0.00052533484,0.00042908745,0.00031307387,0.00020610283,0.00013197518,8.5665306e-05,7.2322683e-05,7.2304987e-05,6.1793689e-05,3.7125762e-05,3.4152869e-06,-4.8008671e-05,-0.00011479257,-0.00017669244,-0.00020840329,-0.00019920148,-0.00015298008,-7.3331343e-05,2.0615592e-05,8.8461241e-05,0.00011542962,0.00011357156,9.0089253e-05,5.4556112e-05,2.7109946e-05,1.461672e-05,9.5380294e-06,9.9096409e-06,1.1095259e-05,1.0741343e-05,9.6795957e-06,7.1137065e-06,1.5749251e-06,-2.7959344e-06,-3.7338111e-06,-2.4597144e-06,6.7243992e-07,9.1841136e-06,1.7271088e-05,3.1657763e-05,,
4,,-0.0062461242,0,0.035109,0.035498,0.036601,0.037413,0.037913,0.03909,0.040461,0.0417,0.043086,0.043878,0.044892,0.04572,0.046205,0.047009,0.047948,0.049152,0.050732,0.052671,0.054657,0.056888,0.05925,0.061475,0.063665,0.065842,0.068247,0.070966,0.073634,0.075792,0.077788,0.07994,0.081996,0.084322,0.086807,0.089263,0.091939,0.094782,0.097454,0.100092,0.102746,0.105693,0.108948,0.112326,0.11572,0.118839,0.121174,0.122544,0.122896,0.122331,0.121134,0.119261,0.116708,0.113998,0.111503,0.109122,0.107267,0.105824,0.104679,0.104087,0.103864,0.103375,0.101546,0.096907,0.089786,0.082579,0.077477,0.076117,0.078313,0.083052,0.088779,0.092941,0.093297,0.090091,0.08461,0.0771,0.068376,0.059584,0.050744,0.043699,0.03952,0.037499,0.036452,0.035473,0.034678,0.034944,0.035222,0.035251,0.035636,0.036373,0.037411,0.038615,0.039783,0.04054,0.040615,0.039837,0.038035,0.0349,0.030867,0.027513,0.025425,0.024041,0.022911,0.02189,0.020995,0.020093,0.019261,0.018398,0.017481,0.016616,0.015834,0.015134,0.014477,0.013939,0.013245,0.012443,0.011502,0.010448,0.009511,0.00843,0.007601,0.007266,,8.3779621e-05,8.6075415e-05,5.6871558e-05,5.3360343e-05,3.0740014e-05,4.9967293e-06,-1.002722e-05,-2.9541474e-05,-3.1989196e-05,-2.6030259e-05,-4.1695681e-06,3.3103332e-05,6.2881138e-05,8.2209702e-05,9.8550358e-05,9.6744108e-05,7.6436454e-05,5.9707539e-05,4.0834758e-05,2.7313203e-05,2.3903273e-05,1.9125994e-05,1.2846321e-05,5.6382013e-06,-1.1580258e-05,-2.4831719e-05,-1.8771497e-05,-7.9508767e-06,5.1655378e-06,2.9642759e-05,4.1256779e-05,3.8319512e-05,3.3896731e-05,2.9625878e-05,2.3295562e-05,2.9372666e-05,3.9551814e-05,4.4058999e-05,2.9153215e-05,-9.6220801e-06,-7.2621384e-05,-0.00015221456,-0.00023292186,-0.00029362537,-0.00032802853,-0.00032863624,-0.00029438501,-0.00024151421,-0.00017017577,-8.5214492e-05,-7.1068346e-06,5.7597434e-05,0.00011401321,0.00013676858,0.00011151484,2.6114663e-05,-0.0001162246,-0.00027054926,-0.00037147982,-0.0003570467,-0.00018268448,0.00012773733,0.00046396995,0.0006982254,0.00071927581,0.00051270494,0.00013997594,-0.00030181258,-0.00067572324,-0.00085911671,-0.00086303307,-0.00071691249,-0.0004372307,-0.00010655188,0.00017861619,0.00040642316,0.00053833006,0.00055713532,0.00048279209,0.00037021375,0.00026053892,0.00018089511,0.00011889177,9.5714376e-05,9.6777869e-05,8.0032074e-05,4.2995505e-05,-6.9211454e-07,-6.7067587e-05,-0.00015893313,-0.00024607204,-0.00029278133,-0.00028423962,-0.00022643962,-0.00011995527,1.1749066e-05,0.00011114347,0.00015327805,0.00015554008,0.00012620118,7.7111688e-05,3.6108122e-05,1.8113144e-05,1.102319e-05,9.9934587e-06,1.463569e-05,1.7015889e-05,1.4652571e-05,8.356017e-06,-1.823131e-06,-1.4956426e-05,-2.4375936e-05,-2.4494102e-05,-1.0196029e-05,1.4298073e-05,3.6850879e-05,8.1281256e-05,,
5,,-0.0058638244,0,0.034297,0.034698,0.035827,0.036697,0.03727,0.038531,0.039999,0.041335,0.042845,0.043737,0.044843,0.045775,0.046379,0.04729,0.048348,0.049669,0.05139,0.053484,0.055601,0.05795,0.060424,0.062759,0.065068,0.067354,0.069836,0.072618,0.075363,0.077625,0.079722,0.081987,0.084142,0.086537,0.089072,0.091559,0.094277,0.097169,0.099887,0.10254,0.105202,0.108125,0.111309,0.114595,0.117872,0.120869,0.12312,0.124438,0.124772,0.124177,0.122942,0.120994,0.118342,0.115638,0.113232,0.11098,0.109241,0.107866,0.10676,0.106177,0.105895,0.105373,0.103593,0.099181,0.092367,0.085488,0.080575,0.079193,0.081203,0.085547,0.090704,0.09431,0.094244,0.090761,0.085124,0.077505,0.068614,0.059683,0.050675,0.043536,0.039299,0.03727,0.0362,0.035217,0.034453,0.034713,0.034956,0.03498,0.035384,0.036134,0.037168,0.038399,0.039589,0.040354,0.04043,0.039633,0.037814,0.034637,0.030534,0.027149,0.025037,0.023674,0.022524,0.021489,0.02057,0.019702,0.018874,0.017981,0.017038,0.016167,0.015346,0.014663,0.014046,0.013455,0.012854,0.012008,0.010995,0.010051,0.009232,0.008116,0.007517,0.007252,,8.7287098e-05,9.0695592e-05,6.1715156e-05,5.7532752e-05,3.4216674e-05,7.8214245e-06,-7.6402968e-06,-2.8041865e-05,-3.0561187e-05,-2.4468709e-05,-2.6510513e-06,3.3936749e-05,6.3658163e-05,8.2182589e-05,9.7627844e-05,9.4746267e-05,7.3751917e-05,5.6676512e-05,3.7608702e-05,2.36948e-05,2.0335704e-05,1.6021571e-05,1.0126686e-05,4.3635316e-06,-1.1032325e-05,-2.3546604e-05,-1.8277434e-05,-8.7435293e-06,2.2887958e-06,2.4748634e-05,3.5830357e-05,3.3278103e-05,2.9737879e-05,2.5654272e-05,1.8326833e-05,2.2361041e-05,3.0692916e-05,3.3327502e-05,1.8886682e-05,-1.6647285e-05,-7.4608157e-05,-0.00014864,-0.00022384094,-0.00028191707,-0.00031656187,-0.00031797796,-0.00028404121,-0.00023110251,-0.00015851969,-7.2121767e-05,4.2153362e-06,6.405335e-05,0.00011323776,0.00012983565,0.00010213957,2.1389538e-05,-0.00011122889,-0.00025229446,-0.00034463666,-0.00033141434,-0.00017123157,0.00011509844,0.00042191234,0.00063449042,0.00064960636,0.0004534121,0.00010533401,-0.00030322428,-0.00064927703,-0.00081691898,-0.00081744589,-0.00067782935,-0.00041176919,-9.3000854e-05,0.00018241209,0.00040552851,0.00053523243,0.0005535922,0.00047801253,0.00036658605,0.0002572837,0.00017724171,0.00011593821,9.4795665e-05,9.5981229e-05,7.9086952e-05,4.3059e-05,1.6466157e-07,-6.632568e-05,-0.00015743293,-0.00024353446,-0.00028942564,-0.0002809291,-0.00022319876,-0.00011791415,1.2761272e-05,0.00011035618,0.00015249308,0.00015379391,0.00012464881,7.5645525e-05,3.5830357e-05,1.6120368e-05,9.6985664e-06,1.0011423e-05,1.4292624e-05,1.7948111e-05,1.6762548e-05,8.9411232e-06,-9.8796941e-07,-1.053834e-05,-2.3464274e-05,-1.8985479e-05,-1.2349618e-06,1.9693524e-05,3.693359e-05,7.8016651e-05,,
6,,-0.0036495688,0,0.025109,0.025486,0.026528,0.027457,0.028256,0.029637,0.031202,0.032793,0.034544,0.035879,0.037385,0.038771,0.039974,0.041447,0.043028,0.044839,0.047027,0.049537,0.051982,0.054583,0.057283,0.059896,0.062535,0.065136,0.06788,0.070865,0.073828,0.076354,0.078722,0.081171,0.083406,0.085761,0.088147,0.090497,0.093164,0.096001,0.098611,0.101069,0.103409,0.105815,0.108317,0.110853,0.113336,0.115477,0.116769,0.116928,0.115777,0.113276,0.109645,0.104716,0.098982,0.09414,0.090831,0.088379,0.086484,0.084816,0.083303,0.082177,0.081198,0.079931,0.077789,0.073905,0.068659,0.063929,0.060634,0.059197,0.059372,0.060309,0.061002,0.060351,0.057367,0.05238,0.04634,0.039441,0.032202,0.025747,0.020126,0.016224,0.014148,0.013217,0.012755,0.01234,0.011986,0.012007,0.012103,0.012128,0.012274,0.012557,0.012969,0.013459,0.013949,0.014261,0.014257,0.013878,0.013046,0.011727,0.010159,0.008952,0.008261,0.007837,0.007471,0.007178,0.006917,0.006676,0.006438,0.006211,0.005938,0.005684,0.005455,0.005231,0.005069,0.004932,0.004767,0.004585,0.004407,0.004216,0.003971,0.003892,0.003902,0.003838,,9.5265674e-05,0.00010441558,7.8982511e-05,7.4599223e-05,5.3666108e-05,3.0883012e-05,1.5266508e-05,-3.0666347e-06,-7.8999177e-06,-4.899949e-06,1.1449881e-05,3.9699586e-05,6.0532703e-05,7.3432568e-05,8.31658e-05,7.6882532e-05,5.7249404e-05,4.3649545e-05,2.9033031e-05,1.8966469e-05,1.7716482e-05,1.3683191e-05,7.199925e-06,-9.9998958e-08,-1.7349819e-05,-3.331632e-05,-3.3766315e-05,-3.0183019e-05,-2.1633108e-05,8.9999063e-07,1.5283174e-05,1.8816471e-05,1.8949803e-05,1.0966552e-05,-4.6499516e-06,-1.0133228e-05,-1.0916553e-05,-1.406652e-05,-2.8283039e-05,-6.1749357e-05,-0.0001219654,-0.00020544786,-0.00029833023,-0.00038344601,-0.00044261206,-0.00044267872,-0.00037307945,-0.00025723065,-0.00010298226,6.2999344e-05,0.00017999813,0.00022984761,0.00023474755,0.00019464797,0.00011898209,2.3983084e-05,-8.1065822e-05,-0.00016813158,-0.00021239779,-0.00019274799,-8.5582442e-05,8.6132436e-05,0.00023903084,0.0003168967,0.00027936376,0.00012568202,-9.3649024e-05,-0.00031056343,-0.0004644285,-0.00049649483,-0.00042102895,-0.00026911386,-6.2199352e-05,0.00015273174,0.00031046343,0.00040779575,0.00043129551,0.00038586265,0.0002978469,0.00020608119,0.00012866533,8.0149165e-05,5.1716128e-05,4.1166238e-05,4.0799575e-05,3.421631e-05,1.8816471e-05,-8.8332413e-07,-2.9483026e-05,-6.7382631e-05,-0.00010148228,-0.00011674878,-0.00010876553,-7.9932501e-05,-3.3899647e-05,1.8683139e-05,5.4499432e-05,6.71993e-05,6.3499339e-05,4.9932813e-05,2.9016364e-05,1.3366527e-05,6.0666035e-06,3.1999667e-06,1.9666462e-06,3.8999594e-06,5.2666118e-06,5.8499391e-06,6.3832668e-06,4.8166165e-06,7.4999219e-07,6.9999271e-07,3.1166342e-06,4.2499557e-06,7.9165842e-06,1.3799856e-05,1.4583181e-05,,
