icase,CHL,MALH,P_LUB,rhow_350.0,rhow_360.0,rhow_370.0,rhow_380.0,rhow_390.0,rhow_400.0,rhow_410.0,rhow_420.0,rhow_430.0,rhow_440.0,rhow_450.0,rhow_460.0,rhow_470.0,rhow_480.0,rhow_490.0,rhow_500.0,rhow_510.0,rhow_520.0,rhow_530.0,rhow_540.0,rhow_550.0,rhow_560.0,rhow_570.0,rhow_580.0,rhow_590.0,rhow_600.0,rhow_610.0,rhow_620.0,rhow_630.0,rhow_640.0,rhow_650.0,rhow_660.0,rhow_670.0,rhow_680.0,rhow_690.0,rhow_700.0,rhow_710.0,rhow_720.0,rhow_730.0,rhow_740.0,rhow_750.0,rhow_760.0,rhow_770.0,rhow_780.0,rhow_790.0,rhow_800.0,rhow_810.0,rhow_820.0,rhow_830.0,rhow_840.0,rhow_850.0,rhow_860.0,rhow_870.0,rhow_880.0,rhow_890.0,D2rhow_350.0,D2rhow_360.0,D2rhow_370.0,D2rhow_380.0,D2rhow_390.0,D2rhow_400.0,D2rhow_410.0,D2rhow_420.0,D2rhow_430.0,D2rhow_440.0,D2rhow_450.0,D2rhow_460.0,D2rhow_470.0,D2rhow_480.0,D2rhow_490.0,D2rhow_500.0,D2rhow_510.0,D2rhow_520.0,D2rhow_530.0,D2rhow_540.0,D2rhow_550.0,D2rhow_560.0,D2rhow_570.0,D2rhow_580.0,D2rhow_590.0,D2rhow_600.0,D2rhow_610.0,D2rhow_620.0,D2rhow_630.0,D2rhow_640.0,D2rhow_650.0,D2rhow_660.0,D2rhow_670.0,D2rhow_680.0,D2rhow_690.0,D2rhow_700.0,D2rhow_710.0,D2rhow_720.0,D2rhow_730.0,D2rhow_740.0,D2rhow_750.0,D2rhow_760.0,D2rhow_770.0,D2rhow_780.0,D2rhow_790.0,D2rhow_800.0,D2rhow_810.0,D2rhow_820.0,D2rhow_830.0,D2rhow_840.0,D2rhow_850.0,D2rhow_860.0,D2rhow_870.0,D2rhow_880.0,D2rhow_890.0
11,,-0.0006523967,0,0.003577,0.00346,0.003302,0.0032,0.003122,0.003016,0.002988,0.002976,0.002993,0.003005,0.003054,0.003107,0.003157,0.003223,0.003282,0.003353,0.003471,0.003609,0.003749,0.003903,0.004068,0.004258,0.004395,0.004454,0.004398,0.004237,0.004069,0.003989,0.003956,0.003943,0.003888,0.003591,0.003368,0.003481,0.003736,0.003752,0.003432,0.002951,0.002547,0.002344,0.002296,0.002281,0.002244,0.002247,0.002252,0.002277,0.002295,0.00223,0.002167,0.002119,0.002093,0.002058,0.00201,0.002016,0.001945,,-5.0319829e-05,-3.4754797e-05,1.8123667e-05,3.6034115e-05,6.3859275e-05,6.3006397e-05,5.4051173e-05,4.6588486e-05,4.2004264e-05,2.782516e-05,2.6119403e-05,2.8891258e-05,3.1556503e-05,3.6673774e-05,4.434968e-05,4.5095949e-05,3.5607676e-05,1.9083156e-05,-1.3432836e-05,-5.8208955e-05,-0.00010405117,-0.00012707889,-0.0001282516,-0.00010127932,-5.5223881e-05,-3.0810235e-05,-2.2921109e-05,2.4520256e-06,2.6439232e-05,2.2707889e-05,3.4008529e-05,2.1748401e-05,-4.8933902e-05,-0.00012633262,-0.00014072495,-0.00010575693,-3.0916844e-05,6.7590618e-05,0.00013859275,0.00015319829,0.00012420043,7.3880597e-05,2.3454158e-05,-4.3710021e-06,-1.7590618e-05,-2.6759062e-05,-2.196162e-05,-7.5692964e-06,-4.3710021e-06,3.8379531e-06,1.3219616e-05,2.3454158e-05,,
12,,-0.00046861568,0,0.001635,0.001557,0.00145,0.001408,0.001374,0.001332,0.0013,0.001285,0.001306,0.001331,0.001372,0.001404,0.001444,0.001489,0.001533,0.001583,0.001664,0.001764,0.001856,0.001971,0.002083,0.00222,0.002317,0.002358,0.002323,0.002205,0.002091,0.002034,0.002001,0.001987,0.001946,0.001743,0.001568,0.001623,0.001799,0.001848,0.001659,0.001333,0.001084,0.000988,0.00097,0.000936,0.000932,0.000944,0.000946,0.000964,0.000971,0.000928,0.000894,0.000866,0.000854,0.000848,0.000838,0.000809,0.000787,,-5.5627706e-05,-3.5714286e-05,2.7056277e-05,4.7186147e-05,7.4242424e-05,7.8138528e-05,7.012987e-05,6.1688312e-05,5.3030303e-05,3.7012987e-05,3.3766234e-05,3.4848485e-05,3.982684e-05,5.1082251e-05,6.2554113e-05,6.4069264e-05,5.04329e-05,2.9220779e-05,-1.8614719e-05,-8.1818182e-05,-0.0001482684,-0.00018095238,-0.00018593074,-0.00014891775,-8.2467532e-05,-4.7402597e-05,-3.961039e-05,-4.5454545e-06,3.2034632e-05,3.4848485e-05,5.7142857e-05,5e-05,-3.4848485e-05,-0.00013484848,-0.00016883117,-0.00013831169,-3.5930736e-05,8.6363636e-05,0.00016645022,0.00018874459,0.00016406926,8.5930736e-05,1.9480519e-05,-8.2251082e-06,-2.2510823e-05,-3.4199134e-05,-1.8614719e-05,-7.5757576e-06,2.1645022e-07,9.3073593e-06,1.3419913e-05,1.9480519e-05,,
13,,-0.001232916,0,0.004717,0.004627,0.0045,0.004414,0.004404,0.004332,0.00432,0.004357,0.004414,0.00444,0.004502,0.00459,0.004673,0.004771,0.004847,0.004928,0.00508,0.005249,0.005413,0.005605,0.005815,0.006047,0.006222,0.006285,0.006222,0.006043,0.005876,0.005789,0.005732,0.005732,0.005659,0.005318,0.005072,0.005229,0.005494,0.005506,0.005115,0.004499,0.004023,0.003815,0.003766,0.003682,0.003664,0.003698,0.003682,0.003691,0.003702,0.003613,0.003521,0.003505,0.003482,0.003438,0.00339,0.003298,0.003254,,-2.2302942e-05,-1.0388667e-05,2.201235e-05,2.5354159e-05,4.0319651e-05,4.1917908e-05,3.3345441e-05,2.5935343e-05,2.6952416e-05,1.8597893e-05,1.5982564e-05,1.8888485e-05,2.0704686e-05,2.5499455e-05,3.3490737e-05,3.4653106e-05,2.8841264e-05,1.6709045e-05,-1.0243371e-05,-4.7875045e-05,-8.2673447e-05,-0.00010214312,-0.00010352343,-8.0421359e-05,-4.4460588e-05,-2.8114784e-05,-2.0632038e-05,3.632401e-06,1.8307301e-05,1.6781693e-05,2.5790047e-05,1.0461315e-05,-5.1071558e-05,-0.0001046858,-0.00011529241,-8.9357065e-05,-1.9033781e-05,6.4002906e-05,0.00011231384,0.00012095895,0.00010555757,5.6956048e-05,1.0751907e-05,-3.1965129e-06,-9.7348347e-06,-2.0632038e-05,-1.2495459e-05,-3.3418089e-06,-5.3759535e-06,-1.3803124e-06,5.8118416e-06,1.6200509e-05,,
14,,-0.0025295412,0,0.002205,0.002109,0.001985,0.001893,0.001833,0.001739,0.001697,0.001692,0.00171,0.001747,0.001766,0.001797,0.001854,0.001926,0.001982,0.002044,0.002141,0.002268,0.002407,0.00256,0.002729,0.002913,0.003054,0.00311,0.003057,0.002891,0.002738,0.002674,0.002639,0.002623,0.002561,0.002285,0.002041,0.002076,0.002301,0.002376,0.002105,0.001667,0.001329,0.001174,0.001143,0.001134,0.00113,0.001134,0.001146,0.001155,0.001169,0.001137,0.001091,0.001034,0.001015,0.000998,0.000985,0.000983,0.00095,,-6.9360269e-05,-4.9326599e-05,2.1717172e-05,4.8148148e-05,8.2996633e-05,8.6195286e-05,7.6599327e-05,6.7171717e-05,5.4040404e-05,4.2255892e-05,4.1077441e-05,4.2424242e-05,4.4612795e-05,5.7744108e-05,6.8518519e-05,7.2053872e-05,6.2626263e-05,3.7373737e-05,-1.3636364e-05,-8.8047138e-05,-0.00015942761,-0.0001962963,-0.0001976431,-0.00015673401,-8.2828283e-05,-4.6801347e-05,-4.2592593e-05,-1.5488215e-05,1.8855219e-05,2.4410774e-05,4.5959596e-05,4.3602694e-05,-3.0976431e-05,-0.00013552189,-0.00017643098,-0.00013316498,-2.7441077e-05,9.2929293e-05,0.00018501684,0.00020959596,0.00016936027,9.1582492e-05,2.5589226e-05,-1.4141414e-05,-2.5589226e-05,-3.4680135e-05,-2.6767677e-05,-1.0942761e-05,4.7138047e-06,1.2626263e-05,2.0707071e-05,2.5589226e-05,,
15,,-0.0015403106,0,0.002507,0.002421,0.002319,0.002263,0.002209,0.002161,0.002133,0.002132,0.002161,0.002195,0.002237,0.002287,0.002342,0.00241,0.002465,0.002528,0.002631,0.002766,0.002908,0.003066,0.00324,0.003422,0.003559,0.003613,0.003555,0.003384,0.003236,0.00316,0.00312,0.003105,0.003028,0.002746,0.002514,0.002541,0.002746,0.002821,0.002562,0.002114,0.001786,0.001662,0.001642,0.001608,0.001611,0.001624,0.00163,0.001656,0.00166,0.001609,0.001563,0.001535,0.001522,0.001516,0.001489,0.001477,0.001437,,-4.0836583e-05,-2.651542e-05,2.0134704e-05,4.0269408e-05,5.9836937e-05,6.2672811e-05,5.6292095e-05,4.9769585e-05,4.0269408e-05,3.0485643e-05,2.6940801e-05,3.034385e-05,3.5306629e-05,4.6933711e-05,5.9695144e-05,6.338178e-05,5.2321872e-05,2.9351294e-05,-1.5880893e-05,-8.0538816e-05,-0.00013853244,-0.00016901808,-0.00016986884,-0.00013314428,-7.0896845e-05,-4.3105282e-05,-3.5023041e-05,-1.2194257e-05,1.2903226e-05,2.112726e-05,4.3388869e-05,3.4881248e-05,-2.4955689e-05,-0.00010280043,-0.00013782347,-0.00010918114,-1.460475e-05,8.4083658e-05,0.00014916696,0.00016915987,0.00014264445,7.1038639e-05,1.4321163e-05,-8.9330025e-06,-2.0985466e-05,-2.7791563e-05,-1.6731655e-05,-3.5448423e-06,-4.2538107e-07,6.9478908e-06,9.2165899e-06,1.7015243e-05,,
16,,-0.0010957083,0,0.002959,0.002893,0.002768,0.002699,0.002657,0.002573,0.002536,0.002555,0.002574,0.0026,0.002638,0.002697,0.002756,0.002823,0.002879,0.002946,0.003056,0.0032,0.003357,0.00353,0.003726,0.003937,0.004089,0.00413,0.004062,0.003845,0.003669,0.003567,0.003529,0.003515,0.003426,0.00312,0.002877,0.002968,0.003224,0.003248,0.002928,0.00245,0.002079,0.001903,0.001882,0.001862,0.001847,0.001844,0.001853,0.001883,0.001878,0.001842,0.001789,0.001723,0.001688,0.001656,0.001645,0.001621,0.001598,,-4.3965517e-05,-2.6231527e-05,1.6625616e-05,3.0172414e-05,5.5541872e-05,6.3793103e-05,5.0985222e-05,4.6059113e-05,4.137931e-05,2.9926108e-05,2.4384236e-05,2.9926108e-05,3.5098522e-05,4.5812808e-05,5.8128079e-05,6.4285714e-05,5.4802956e-05,2.9433498e-05,-1.4655172e-05,-8.1403941e-05,-0.00014150246,-0.00017376847,-0.00016921182,-0.00013288177,-6.6256158e-05,-3.4605911e-05,-2.0689655e-05,4.9261084e-06,3.1527094e-05,2.9679803e-05,4.3965517e-05,3.2389163e-05,-4.0394089e-05,-0.00012684729,-0.00014630542,-0.00010763547,-2.1674877e-05,8.0541872e-05,0.00015652709,0.00016834975,0.00013325123,7.364532e-05,2.2167488e-05,-9.8522167e-06,-2.4137931e-05,-2.9310345e-05,-2.364532e-05,-1.3916256e-05,6.1576355e-07,1.2931034e-05,2.0197044e-05,2.4261084e-05,,
17,,-0.00059518071,0,0.00192,0.001796,0.001639,0.001523,0.001441,0.00136,0.0013,0.001275,0.001269,0.001279,0.001294,0.001319,0.001361,0.001414,0.001466,0.001516,0.001613,0.001744,0.001885,0.002038,0.002209,0.002393,0.00253,0.002573,0.002504,0.002302,0.002132,0.002054,0.002011,0.001985,0.001902,0.001627,0.00138,0.0014,0.001593,0.001644,0.001362,0.000927,0.000592,0.00044,0.000403,0.000383,0.00037,0.00037,0.000374,0.000388,0.000391,0.000357,0.000303,0.000259,0.000239,0.000223,0.000205,0.000188,0.000158,,-0.00012068127,-8.8564477e-05,3.4793187e-05,7.7128954e-05,0.00012019465,0.00012530414,0.00010948905,9.7080292e-05,8.4914842e-05,7.0072993e-05,6.6909976e-05,7.2262774e-05,7.9318735e-05,9.3673966e-05,0.00011459854,0.00011824818,9.8053528e-05,5.2798054e-05,-2.5790754e-05,-0.0001459854,-0.00025328467,-0.00030705596,-0.00030413625,-0.00023965937,-0.00011995134,-5.9367397e-05,-4.8175182e-05,-1.1922141e-05,3.0900243e-05,3.4549878e-05,5.8394161e-05,5.377129e-05,-4.7931873e-05,-0.00018515815,-0.00023917275,-0.00017372263,-2.5304136e-05,0.00014257908,0.00026447689,0.00029829684,0.00024014599,0.0001323601,3.7712895e-05,-1.1922141e-05,-3.2603406e-05,-4.2822384e-05,-3.3819951e-05,-1.1678832e-05,3.406326e-06,1.6545012e-05,2.5060827e-05,3.6982968e-05,,
18,,-0.0019028086,0,0.001749,0.001636,0.001497,0.001402,0.00133,0.001264,0.001218,0.001204,0.001216,0.001243,0.00128,0.001322,0.001382,0.001453,0.001517,0.001591,0.00171,0.001868,0.002042,0.002233,0.002441,0.002655,0.002812,0.002845,0.002749,0.002507,0.002304,0.002214,0.002162,0.002135,0.002038,0.001739,0.001475,0.001499,0.001708,0.00175,0.001442,0.000986,0.000639,0.000478,0.000443,0.000426,0.000409,0.000412,0.00042,0.000436,0.000444,0.00041,0.000348,0.000301,0.000285,0.000269,0.000252,0.000235,0.000208,,-9.5542857e-05,-6.6971429e-05,3.68e-05,7.5885714e-05,0.00011451429,0.00011931429,0.00010765714,9.6685714e-05,8.2514286e-05,6.7428571e-05,6.4914286e-05,7.04e-05,8.0457143e-05,0.00010102857,0.0001232,0.00012731429,0.00010468571,4.8914286e-05,-4.5714286e-05,-0.0001792,-0.00029622857,-0.00035245714,-0.00033965714,-0.00025828571,-0.00012228571,-4.8914286e-05,-3.2228571e-05,4.5714286e-06,4.2742857e-05,4.1371429e-05,6.1257143e-05,5.7142857e-05,-4.5028571e-05,-0.00018354286,-0.00023291429,-0.00016434286,-2.0114286e-05,0.00014468571,0.00026788571,0.00029714286,0.00023634286,0.00013211429,3.7257143e-05,-1.3942857e-05,-3.2914286e-05,-4.4114286e-05,-3.6342857e-05,-1.12e-05,5.9428571e-06,1.6914286e-05,2.6057143e-05,3.6114286e-05,,
19,,-0.0010339352,0,0.002591,0.002501,0.002356,0.002268,0.002199,0.002113,0.002084,0.002093,0.002116,0.002145,0.002188,0.002248,0.002323,0.002409,0.002487,0.002574,0.002718,0.002903,0.003108,0.003329,0.003562,0.003805,0.00396,0.003984,0.003833,0.003517,0.003274,0.00317,0.003094,0.003054,0.002925,0.002582,0.002293,0.0023,0.002465,0.002475,0.00213,0.001595,0.001231,0.00111,0.001097,0.001037,0.001048,0.001083,0.001072,0.001082,0.001074,0.000993,0.000948,0.000941,0.000938,0.000924,0.000907,0.000905,0.000834,,-6.7393939e-05,-4.2505051e-05,2.7636364e-05,5.4626263e-05,8.9373737e-05,9.389899e-05,7.9676768e-05,7.1919192e-05,6.4e-05,5.0262626e-05,4.9454545e-05,5.6565657e-05,6.5616162e-05,8.0808081e-05,9.7292929e-05,9.9717172e-05,7.7090909e-05,2.8606061e-05,-5.4626263e-05,-0.00016694949,-0.00026149495,-0.00029850505,-0.00028541414,-0.00020735354,-8.840404e-05,-2.6020202e-05,-1.4060606e-05,1.5515152e-05,3.0707071e-05,2.2949495e-05,3.8787879e-05,2.8929293e-05,-4.4444444e-05,-0.00012379798,-0.0001499798,-0.00010359596,2.440404e-05,0.00014884848,0.00021284848,0.00022028283,0.00018262626,7.9515152e-05,2.1010101e-06,-1.5030303e-05,-2.0848485e-05,-3.0222222e-05,-5.010101e-06,1.4868687e-05,3.8787879e-06,6.4646465e-06,9.6969697e-06,1.389899e-05,,
20,,-0.0032359981,0,0.001731,0.001676,0.001628,0.001616,0.001626,0.001605,0.001614,0.001669,0.001756,0.00186,0.001975,0.002092,0.00223,0.002392,0.002529,0.002667,0.002867,0.003108,0.003365,0.003647,0.00394,0.00423,0.004446,0.004487,0.004295,0.003873,0.003568,0.003453,0.003369,0.003307,0.00316,0.002774,0.002451,0.002412,0.002518,0.002407,0.001971,0.001427,0.001031,0.000864,0.000843,0.000806,0.0008,0.000819,0.000825,0.000842,0.000842,0.000778,0.000711,0.000669,0.000655,0.000635,0.000616,0.000593,0.000543,,-1.0303282e-05,6.8134607e-06,4.2376402e-05,5.6335688e-05,8.2426257e-05,8.9738263e-05,8.6414624e-05,8.2426257e-05,7.2289157e-05,5.3510594e-05,4.9356045e-05,5.2679684e-05,5.6003324e-05,7.4615704e-05,9.6551724e-05,9.7714998e-05,7.6443706e-05,2.4761113e-05,-7.8105526e-05,-0.00022268384,-0.00033651849,-0.00038737017,-0.00037224761,-0.0002718737,-0.00010735355,-2.193602e-05,-1.4956377e-06,2.6755297e-05,3.3070212e-05,-6.6472788e-06,-1.4956377e-06,-3.6560033e-06,-7.0461155e-05,-0.0001437474,-0.00013477358,-6.0157873e-05,6.5974242e-05,0.00019426672,0.00026838388,0.00025974242,0.00019958455,0.00010054009,1.7282925e-05,-1.944329e-05,-3.0909846e-05,-4.0382219e-05,-2.3265476e-05,-1.6618197e-06,4.9854591e-06,1.2463648e-05,1.9110926e-05,2.6921479e-05,,
21,,-0.00086325571,0,0.002387,0.002269,0.002123,0.002019,0.00194,0.00186,0.001804,0.001792,0.00182,0.001869,0.001927,0.001989,0.002076,0.002179,0.002279,0.002388,0.002553,0.002766,0.003004,0.003269,0.003544,0.003823,0.004015,0.004046,0.003875,0.003486,0.003198,0.003082,0.003001,0.002941,0.002791,0.002427,0.002105,0.002073,0.002225,0.002191,0.00178,0.001208,0.000798,0.00063,0.000596,0.00056,0.000552,0.000566,0.000568,0.000588,0.000591,0.000533,0.000467,0.000422,0.000407,0.000392,0.000368,0.000345,0.000315,,-8.4892743e-05,-6.0429028e-05,3.0853492e-05,6.8644455e-05,0.00010844363,0.00011866728,0.0001122775,0.00010187129,8.7813784e-05,7.1930625e-05,6.919215e-05,7.4121406e-05,8.5075308e-05,0.00010588772,0.0001268827,0.00012889092,0.00010205386,3.9616613e-05,-7.0104975e-05,-0.00022163396,-0.00034596075,-0.00039835691,-0.00038101324,-0.00028115016,-0.00011629393,-2.6654496e-05,-8.0328617e-06,2.136011e-05,3.9799178e-05,1.7343679e-05,2.2638065e-05,1.4605203e-05,-6.3350068e-05,-0.00016047467,-0.00018165221,-0.00010460977,4.3998174e-05,0.00019041534,0.0002798722,0.00028973072,0.00022838886,0.00011629393,2.428115e-05,-1.5335463e-05,-3.1583752e-05,-4.1989959e-05,-2.6654496e-05,-4.1989959e-06,7.1200365e-06,1.6248288e-05,2.2272935e-05,3.0123231e-05,,
22,,-2.7989809e-05,0,0.002893,0.002764,0.002609,0.002505,0.002422,0.002337,0.002275,0.002259,0.002281,0.002323,0.002373,0.002432,0.002504,0.002597,0.002694,0.002798,0.002953,0.003159,0.003386,0.003641,0.003903,0.004166,0.004336,0.004352,0.004172,0.003787,0.003508,0.003407,0.003323,0.003269,0.003115,0.002763,0.002467,0.002433,0.002562,0.002532,0.002144,0.001581,0.001203,0.001092,0.001084,0.001016,0.001017,0.001065,0.001061,0.001069,0.00106,0.000978,0.000938,0.000926,0.000923,0.000915,0.000888,0.00087,0.000825,,-7.7251185e-05,-5.5292259e-05,2.5908373e-05,5.8767773e-05,9.3522907e-05,0.00010205371,9.399684e-05,8.5308057e-05,7.4249605e-05,6.1453397e-05,5.7503949e-05,6.4770932e-05,7.4723539e-05,9.0995261e-05,0.00010742496,0.0001093207,8.2464455e-05,2.7962085e-05,-6.5718799e-05,-0.000192891,-0.00029557662,-0.00033270142,-0.00031516588,-0.00022654028,-8.7835703e-05,-1.3744076e-05,-1.7377567e-06,2.1958926e-05,3.0963665e-05,1.4060032e-05,1.9905213e-05,8.5308057e-06,-5.371248e-05,-0.00012053712,-0.00013665087,-8.0410742e-05,5.0868878e-05,0.00017251185,0.00022733017,0.00022638231,0.00018515008,8.2938389e-05,1.7377567e-06,-1.64297e-05,-2.0695103e-05,-2.985782e-05,-8.056872e-06,9.3206951e-06,5.371248e-06,7.5829384e-06,8.6887836e-06,1.4218009e-05,,
23,,-0.0016290104,0,0.002023,0.001908,0.001761,0.001671,0.001596,0.001519,0.001468,0.001461,0.001484,0.001528,0.00159,0.001652,0.001728,0.001828,0.001921,0.002029,0.0022,0.002414,0.002658,0.002926,0.003193,0.003453,0.003631,0.003653,0.003482,0.003104,0.002827,0.002725,0.002664,0.002605,0.002459,0.002121,0.00181,0.001785,0.001962,0.001942,0.001548,0.001016,0.00063,0.000459,0.000425,0.000405,0.000397,0.0004,0.000409,0.000428,0.000436,0.000385,0.000326,0.000278,0.00026,0.00024,0.000224,0.000212,0.00018,,-9.0628218e-05,-6.1791967e-05,3.3985582e-05,7.3944387e-05,0.0001184346,0.00012852729,0.00011678682,0.00010937178,9.4953656e-05,7.5798146e-05,7.4974253e-05,8.6302781e-05,0.00010010299,0.00012605561,0.00014933059,0.00014521112,0.00010937178,3.3985582e-05,-9.2481977e-05,-0.00025808445,-0.00038702369,-0.00043728115,-0.00040865088,-0.00029515963,-0.00011452111,-1.6477858e-05,-1.853759e-06,2.2657055e-05,4.8197734e-05,2.6364573e-05,2.7394439e-05,2.492276e-05,-5.684861e-05,-0.00017713697,-0.00020597322,-0.00011740474,3.6045314e-05,0.00019052523,0.00029927909,0.0003130793,0.00024181256,0.00012502575,3.2131823e-05,-1.6683831e-05,-3.5221421e-05,-4.6755922e-05,-3.069001e-05,-8.2389289e-06,6.7971164e-06,1.8125644e-05,2.8012358e-05,3.3161689e-05,,
24,,-0.00062209184,0,0.003967,0.003867,0.003746,0.003657,0.003603,0.003519,0.00346,0.00347,0.003527,0.003602,0.003659,0.003722,0.003816,0.00392,0.004016,0.00412,0.004295,0.00451,0.004752,0.00502,0.005282,0.005543,0.005716,0.005736,0.005556,0.005168,0.004899,0.004801,0.004744,0.004682,0.004529,0.004189,0.003919,0.003947,0.004116,0.004038,0.003611,0.003051,0.002659,0.002478,0.002433,0.002411,0.002407,0.00241,0.00241,0.002433,0.002445,0.002386,0.002319,0.002276,0.002253,0.002249,0.002197,0.002165,0.002102,,-4.0316989e-05,-2.7340267e-05,1.7830609e-05,3.5958395e-05,5.8246657e-05,6.6270431e-05,6.1614661e-05,5.1807826e-05,4.110946e-05,3.179792e-05,3.080733e-05,3.4472511e-05,4.3486875e-05,5.8444775e-05,6.9440317e-05,6.6864785e-05,5.0718177e-05,1.5056959e-05,-4.6359584e-05,-0.00012639921,-0.00018741951,-0.00021010401,-0.00019574047,-0.00013967311,-5.2005944e-05,-6.53789e-06,3.268945e-06,1.9316493e-05,3.0510154e-05,1.4660723e-05,1.307578e-05,1.3868252e-06,-4.863794e-05,-0.00010619118,-0.00011035166,-6.1614661e-05,2.2189203e-05,0.00010292224,0.00015552254,0.0001589896,0.00012223873,6.171372e-05,1.5651313e-05,-6.53789e-06,-1.7830609e-05,-2.2783556e-05,-1.6641902e-05,-6.2407132e-06,-3.9623576e-06,2.8727093e-06,4.8538881e-06,1.872214e-05,,
25,,-0.0013402202,0,0.004769,0.004642,0.004488,0.00441,0.004327,0.00421,0.004155,0.004168,0.004199,0.004257,0.004283,0.004376,0.004466,0.004561,0.00463,0.004748,0.004933,0.005166,0.005431,0.005707,0.005999,0.006272,0.006434,0.006438,0.006237,0.00582,0.005522,0.005413,0.00533,0.00525,0.00509,0.004723,0.004483,0.004638,0.004855,0.004708,0.004248,0.003679,0.00327,0.003085,0.003056,0.003049,0.003012,0.003014,0.003005,0.003009,0.003042,0.002964,0.002926,0.002874,0.002863,0.002794,0.002789,0.002734,0.002652,,-4.1376381e-05,-2.7187766e-05,1.2574342e-05,3.1605777e-05,5.3695837e-05,6.0152931e-05,5.2506372e-05,4.8683093e-05,3.7638063e-05,3.3305013e-05,2.8547154e-05,3.415463e-05,4.3160578e-05,5.9813084e-05,6.6779949e-05,6.6440102e-05,4.8258284e-05,1.1639762e-05,-4.6474087e-05,-0.00012149533,-0.00017748513,-0.00019447749,-0.00017969414,-0.000128887,-4.6813934e-05,-4.1631266e-06,7.7315208e-06,3.5344095e-05,5.0297366e-05,2.9566695e-05,2.7527613e-05,1.0705183e-05,-5.7434155e-05,-0.00011682243,-0.00010790144,-6.1512319e-05,1.1639762e-05,9.4477485e-05,0.00014358539,0.00013636364,0.00010127443,5.2591334e-05,1.4273577e-05,-4.3330501e-06,-8.411215e-06,-2.0475786e-05,-1.0790144e-05,-8.8360238e-06,-7.7315208e-06,-5.5225149e-06,9.0059473e-06,1.4868309e-05,,
26,,-0.00054103552,0,0.001907,0.001799,0.001658,0.001563,0.001492,0.001412,0.001361,0.001347,0.001368,0.001401,0.001453,0.001513,0.00157,0.001651,0.001733,0.001836,0.001992,0.002196,0.002419,0.002667,0.002914,0.003148,0.003301,0.003298,0.003121,0.002763,0.002502,0.002402,0.002339,0.002281,0.002144,0.001836,0.001563,0.001566,0.001749,0.001744,0.001383,0.000892,0.000542,0.00039,0.000358,0.000346,0.000331,0.00033,0.000338,0.000354,0.000359,0.000328,0.00027,0.000225,0.000205,0.000192,0.000179,0.00016,0.000139,,-0.00010045872,-7.1330275e-05,3.4174312e-05,7.4311927e-05,0.00012293578,0.0001353211,0.00012247706,0.00010963303,9.7018349e-05,7.8440367e-05,7.5e-05,9.2431193e-05,0.00011123853,0.00013807339,0.00015940367,0.00015527523,0.00010986239,2.5458716e-05,-0.00011009174,-0.00028188073,-0.00041330275,-0.00045963303,-0.00042155963,-0.00029678899,-0.00010733945,-4.587156e-06,1.3761468e-05,4.266055e-05,7.0642202e-05,5.0229358e-05,4.8853211e-05,3.853211e-05,-5.7568807e-05,-0.0001896789,-0.00022614679,-0.00013394495,2.5229358e-05,0.00018623853,0.00029977064,0.00031697248,0.00024082569,0.00012798165,3.4862385e-05,-1.3990826e-05,-3.3256881e-05,-4.1284404e-05,-3.3486239e-05,-1.146789e-05,6.1926606e-06,1.9036697e-05,2.6146789e-05,3.4174312e-05,,
27,,0.00015770585,0,0.003382,0.003196,0.002969,0.002798,0.00267,0.002548,0.002462,0.002442,0.002448,0.002471,0.002494,0.002577,0.002648,0.002726,0.002809,0.002913,0.003109,0.003344,0.003624,0.003918,0.004215,0.00448,0.004633,0.004612,0.004386,0.003941,0.003624,0.003496,0.003415,0.003347,0.003178,0.002818,0.002515,0.002534,0.002765,0.002752,0.002341,0.001785,0.001379,0.001194,0.001168,0.001163,0.001151,0.001163,0.001195,0.001204,0.001173,0.001103,0.001047,0.001014,0.001025,0.00096,0.000946,0.000941,0.000917,,-0.00010668605,-7.6598837e-05,3.4011628e-05,7.4563953e-05,0.00011337209,0.00012340116,0.0001065407,9.127907e-05,7.8052326e-05,6.875e-05,6.0610465e-05,7.122093e-05,9.0116279e-05,0.00011206395,0.00012834302,0.00012194767,8.619186e-05,1.3081395e-05,-9.3168605e-05,-0.00022906977,-0.00032369186,-0.00035261628,-0.00031758721,-0.0002190407,-7.1075581e-05,7.2674419e-06,2.2674419e-05,4.5930233e-05,6.6424419e-05,4.8982558e-05,4.7819767e-05,3.6482558e-05,-3.9825581e-05,-0.00014375,-0.00016831395,-0.00010188953,1.3953488e-05,0.00013648256,0.00022848837,0.00023546512,0.00017267442,8.5174419e-05,1.4534884e-05,-2.6453488e-05,-3.125e-05,-3.2412791e-05,-1.5843023e-05,1.4534884e-06,1.2209302e-05,1.0319767e-05,2.4709302e-05,2.2819767e-05,,
