icase,CHL,MALH,P_LUB,rhow_350.0,rhow_360.0,rhow_370.0,rhow_380.0,rhow_390.0,rhow_400.0,rhow_410.0,rhow_420.0,rhow_430.0,rhow_440.0,rhow_450.0,rhow_460.0,rhow_470.0,rhow_480.0,rhow_490.0,rhow_500.0,rhow_510.0,rhow_520.0,rhow_530.0,rhow_540.0,rhow_550.0,rhow_560.0,rhow_570.0,rhow_580.0,rhow_590.0,rhow_600.0,rhow_610.0,rhow_620.0,rhow_630.0,rhow_640.0,rhow_650.0,rhow_660.0,rhow_670.0,rhow_680.0,rhow_690.0,rhow_700.0,rhow_710.0,rhow_720.0,rhow_730.0,rhow_740.0,rhow_750.0,rhow_760.0,rhow_770.0,rhow_780.0,rhow_790.0,rhow_800.0,rhow_810.0,rhow_820.0,rhow_830.0,rhow_840.0,rhow_850.0,rhow_860.0,rhow_870.0,rhow_880.0,rhow_890.0,rhow_900.0,rhow_910.0,rhow_920.0,rhow_930.0,rhow_940.0,D2rhow_350.0,D2rhow_360.0,D2rhow_370.0,D2rhow_380.0,D2rhow_390.0,D2rhow_400.0,D2rhow_410.0,D2rhow_420.0,D2rhow_430.0,D2rhow_440.0,D2rhow_450.0,D2rhow_460.0,D2rhow_470.0,D2rhow_480.0,D2rhow_490.0,D2rhow_500.0,D2rhow_510.0,D2rhow_520.0,D2rhow_530.0,D2rhow_540.0,D2rhow_550.0,D2rhow_560.0,D2rhow_570.0,D2rhow_580.0,D2rhow_590.0,D2rhow_600.0,D2rhow_610.0,D2rhow_620.0,D2rhow_630.0,D2rhow_640.0,D2rhow_650.0,D2rhow_660.0,D2rhow_670.0,D2rhow_680.0,D2rhow_690.0,D2rhow_700.0,D2rhow_710.0,D2rhow_720.0,D2rhow_730.0,D2rhow_740.0,D2rhow_750.0,D2rhow_760.0,D2rhow_770.0,D2rhow_780.0,D2rhow_790.0,D2rhow_800.0,D2rhow_810.0,D2rhow_820.0,D2rhow_830.0,D2rhow_840.0,D2rhow_850.0,D2rhow_860.0,D2rhow_870.0,D2rhow_880.0,D2rhow_890.0,D2rhow_900.0,D2rhow_910.0,D2rhow_920.0,D2rhow_930.0,D2rhow_940.0
388,,-0.0033687745,0,0.02179,0.022424,0.023797,0.025554,0.027496,0.029131,0.030343,0.032065,0.034571,0.037728,0.041327,0.044931,0.048738,0.052815,0.056366,0.059627,0.06297,0.066636,0.070807,0.074889,0.0793,0.083811,0.086907,0.086767,0.082486,0.075847,0.070823,0.068313,0.06662,0.06555,0.063456,0.056833,0.050852,0.05058,0.052823,0.051654,0.044375,0.033303,0.023416,0.018224,0.01694,0.016126,0.016513,0.017018,0.017788,0.018809,0.018993,0.017374,0.014349,0.012175,0.011309,0.010727,0.010152,0.00951,0.008828,0.008168,0.007592,0.006916,0.006437,0.006443,,6.1323421e-05,6.4026019e-05,4.067836e-05,3.5048593e-05,3.7596314e-05,5.1643629e-05,6.5086925e-05,7.1452356e-05,6.5094668e-05,4.7268363e-05,2.6723971e-05,9.4861966e-06,-1.9514462e-06,-8.9054091e-07,1.0632284e-05,2.1698223e-05,1.8376118e-05,-1.5735471e-05,-8.460913e-05,-0.0001790839,-0.00026196616,-0.00030096411,-0.00027960661,-0.00018997948,-6.9214388e-05,-7.7593216e-06,8.7737639e-06,3.1803926e-05,3.2593797e-05,4.5611182e-06,1.1863554e-05,-6.8145739e-07,-8.6142409e-05,-0.00016937314,-0.00017742672,-0.00012228288,5.87757e-06,0.00016080846,0.0002645526,0.00028329268,0.00024095714,0.00013668641,2.8876757e-05,-4.0089828e-05,-7.255198e-05,-8.6212104e-05,-6.259341e-05,-1.680412e-05,1.7547528e-05,3.3755372e-05,3.9733612e-05,3.0866922e-05,1.3675611e-05,7.4495683e-06,1.0965269e-05,1.5379254e-05,2.5059047e-05,,
389,,-0.0024193986,0,0.030861,0.03169,0.033466,0.035751,0.038229,0.040261,0.04173,0.043874,0.047177,0.051387,0.055954,0.060372,0.064851,0.069658,0.074107,0.078268,0.082344,0.086611,0.091433,0.096038,0.100635,0.104914,0.107935,0.108376,0.105232,0.099406,0.094961,0.093019,0.091791,0.090983,0.08883,0.082238,0.07621,0.075702,0.077302,0.075699,0.06742,0.054002,0.040459,0.03229,0.030114,0.028817,0.029554,0.030357,0.031749,0.033544,0.034035,0.03159,0.026399,0.022397,0.020673,0.01953,0.018448,0.017238,0.016069,0.015029,0.014039,0.012726,0.011718,0.010971,,5.305222e-05,5.4996763e-05,3.4536784e-05,3.0594856e-05,3.3252751e-05,4.5453705e-05,5.5847501e-05,5.8415567e-05,5.0526427e-05,3.4985931e-05,1.7596005e-05,4.1374391e-06,-3.7305645e-06,-4.1691436e-06,2.8005654e-07,3.1598832e-06,-2.3038613e-06,-2.5532702e-05,-6.7303399e-05,-0.00012468329,-0.00017185432,-0.00019149526,-0.00017716482,-0.00012387482,-4.9390349e-05,-1.4636917e-05,-1.0002774e-05,2.6209065e-06,3.0013607e-06,-1.3500839e-05,-1.1070159e-05,-2.8528778e-05,-0.00010121138,-0.00016555569,-0.00017148972,-0.00012568198,-1.1836352e-05,0.0001328472,0.00023498857,0.00025899946,0.00023155392,0.00013994372,3.2465422e-05,-4.6558079e-05,-8.613588e-05,-0.00010421802,-8.0201852e-05,-2.7493098e-05,1.5979075e-05,3.8188087e-05,4.7630748e-05,3.9207916e-05,1.9239356e-05,6.4994254e-06,8.3805598e-06,1.280334e-05,3.0235538e-05,,
390,,-0.0021371982,0,0.031087,0.03214,0.034411,0.037267,0.040382,0.043041,0.045101,0.048017,0.05223,0.057454,0.06314,0.06862,0.074077,0.079773,0.084827,0.089396,0.093677,0.098115,0.103045,0.107357,0.111414,0.115212,0.117415,0.115806,0.108596,0.09746,0.089985,0.086921,0.084825,0.08311,0.079887,0.072572,0.066457,0.064938,0.063961,0.059407,0.049711,0.037058,0.026364,0.020874,0.01952,0.018512,0.018973,0.019496,0.020223,0.02124,0.021384,0.019711,0.016748,0.014662,0.0138,0.013214,0.012679,0.012039,0.011227,0.010417,0.0098,0.009121,0.008439,0.00789,,8.7269177e-05,9.16121e-05,5.9137812e-05,5.23642e-05,5.4842022e-05,7.1089266e-05,8.3855438e-05,8.4703823e-05,6.935883e-05,4.1456394e-05,1.0355682e-05,-1.3614557e-05,-2.8757554e-05,-3.2608952e-05,-2.8535358e-05,-2.3714377e-05,-3.1901964e-05,-7.0772805e-05,-0.00014335684,-0.00024220715,-0.00031485852,-0.00033527362,-0.00029452421,-0.00017994512,-2.4367499e-05,5.2613328e-05,6.7534129e-05,7.4698268e-05,4.2668372e-05,-1.9573451e-05,-3.6682546e-05,-6.016126e-05,-0.00012582356,-0.00016117966,-0.00013067147,-5.6141532e-05,7.6179575e-05,0.00021348326,0.00028573064,0.0002801488,0.00022940731,0.00012673927,2.7740839e-05,-3.3060077e-05,-6.1676233e-05,-7.4348141e-05,-5.2317067e-05,-1.3203831e-05,1.4314811e-05,2.7316646e-05,3.2023162e-05,2.3391183e-05,7.4671335e-06,6.598549e-07,5.7636305e-06,1.0126753e-05,2.3956773e-05,,
391,,-0.002711136,0,0.030053,0.031132,0.03348,0.036426,0.039624,0.042392,0.044529,0.047405,0.051391,0.056258,0.061694,0.067028,0.072497,0.078276,0.083289,0.087829,0.092325,0.097063,0.102276,0.106994,0.111718,0.116354,0.119324,0.118385,0.111823,0.101533,0.094269,0.091005,0.088764,0.087129,0.083936,0.075866,0.068818,0.067638,0.068111,0.064499,0.054595,0.040782,0.02883,0.022766,0.021276,0.02013,0.020594,0.021173,0.021956,0.023076,0.023233,0.021346,0.018023,0.01569,0.014749,0.014076,0.013449,0.012717,0.011831,0.010907,0.010228,0.009436,0.008967,0.008506,,8.3083459e-05,8.6357928e-05,5.3284547e-05,4.3802229e-05,4.3182065e-05,5.6447387e-05,6.9253787e-05,7.3923627e-05,6.4478519e-05,4.2375851e-05,1.7352207e-05,-3.2620661e-06,-1.789175e-05,-2.0626676e-05,-1.3928898e-05,-7.8636878e-06,-1.4294795e-05,-4.8937193e-05,-0.00011706228,-0.0002113149,-0.00028598273,-0.00031367928,-0.0002836013,-0.00018309121,-4.5966604e-05,2.2834463e-05,3.8028497e-05,5.2682987e-05,3.5200546e-05,-1.141103e-05,-1.7786322e-05,-3.6273431e-05,-0.00010965751,-0.00016327075,-0.00014751236,-8.1824524e-05,4.8670522e-05,0.00019318749,0.00027619033,0.00027921673,0.00023298346,0.00012986248,2.7950821e-05,-3.3836184e-05,-6.2804074e-05,-7.6032187e-05,-5.3638041e-05,-1.337075e-05,1.4927363e-05,2.7814385e-05,3.2924541e-05,2.4087195e-05,9.649762e-06,3.3116793e-06,8.9365727e-06,1.3184701e-05,2.4887208e-05,,
392,,-0.0020958435,0,0.020159,0.020718,0.022047,0.023888,0.026094,0.028209,0.030089,0.032613,0.03605,0.040234,0.04485,0.049539,0.05439,0.059523,0.064259,0.068567,0.072509,0.07664,0.081274,0.085319,0.08891,0.092074,0.093699,0.091685,0.084299,0.07348,0.066522,0.063798,0.06196,0.060431,0.057593,0.051685,0.046986,0.045412,0.04375,0.039289,0.031365,0.021982,0.014699,0.011304,0.010483,0.009869,0.010029,0.010264,0.010605,0.011108,0.011157,0.010206,0.008594,0.007496,0.007052,0.006761,0.006451,0.006096,0.005756,0.005409,0.00507,0.00473,0.004585,0.004623,,9.5405839e-05,0.00010757209,8.5856092e-05,8.3534832e-05,8.7464685e-05,0.00010261396,0.00011413882,0.00011515691,0.00010063886,7.204052e-05,3.5837003e-05,4.8155972e-06,-1.7531625e-05,-3.0186566e-05,-3.4350582e-05,-3.4666192e-05,-5.2849398e-05,-0.00011545216,-0.00022479574,-0.00036420372,-0.00045933467,-0.0004780982,-0.00040862328,-0.00023261473,-4.6527018e-06,0.00010908906,0.00013325867,0.0001341546,7.3170608e-05,-2.4607396e-05,-5.582224e-05,-8.3402479e-05,-0.00014421339,-0.00016050294,-0.00010692051,-1.1972817e-05,0.0001328718,0.00026753544,0.00032321515,0.00029963603,0.00023196314,0.00012349513,2.8150373e-05,-2.453613e-05,-4.7657105e-05,-5.7868615e-05,-4.0031561e-05,-8.4298404e-06,1.3937743e-05,2.4566673e-05,2.7539515e-05,2.0708086e-05,1.0048614e-05,6.1798468e-06,8.7250884e-06,1.2665123e-05,1.7521444e-05,,
393,,-0.0020738028,0,0.017393,0.017766,0.018677,0.019949,0.021508,0.023017,0.024333,0.026103,0.028483,0.031394,0.034773,0.038261,0.041983,0.046095,0.049866,0.053268,0.056528,0.059997,0.063782,0.067034,0.069879,0.072397,0.073454,0.071239,0.064364,0.05489,0.04893,0.046472,0.044771,0.043416,0.041099,0.036544,0.033016,0.031982,0.030917,0.027791,0.022455,0.016236,0.011712,0.009817,0.009364,0.008778,0.008927,0.009086,0.009171,0.009386,0.009287,0.008589,0.007678,0.007099,0.006862,0.006677,0.00649,0.00626,0.005923,0.005522,0.005253,0.005052,0.005033,0.005119,,9.4519809e-05,0.00010688352,8.6042244e-05,8.3062862e-05,8.8258789e-05,0.00010594797,0.00012167968,0.00013066101,0.00012357958,9.699543e-05,6.2451873e-05,3.071498e-05,1.0794862e-06,-1.8768666e-05,-2.7116692e-05,-3.4514771e-05,-6.5589579e-05,-0.00014724191,-0.00028553129,-0.0004548235,-0.0005661689,-0.00058204455,-0.00048828758,-0.00026307797,1.7242992e-05,0.00015949048,0.00019468173,0.00019688388,0.00012160771,6.9518909e-06,-2.4511533e-05,-4.7842827e-05,-0.00010767515,-0.00012379547,-7.3678529e-05,5.9299773e-06,0.00013631751,0.00025395272,0.00029439747,0.0002655392,0.00020418121,0.00010033464,1.7530855e-05,-2.052463e-05,-3.6644957e-05,-4.4892231e-05,-2.5346335e-05,-1.4393149e-07,1.2896261e-05,1.7041488e-05,1.7070275e-05,9.5138714e-06,2.7490914e-06,5.3542514e-06,1.348638e-05,1.8567162e-05,2.0697348e-05,,
394,,-0.0023093296,0,0.024599,0.025236,0.026672,0.028551,0.030671,0.032545,0.034019,0.036085,0.039024,0.042684,0.046784,0.050869,0.055147,0.059823,0.064052,0.067838,0.071402,0.075177,0.079498,0.083446,0.087202,0.09066,0.092667,0.091362,0.085283,0.076177,0.070065,0.067461,0.065689,0.064322,0.061764,0.055861,0.051029,0.050052,0.049508,0.045994,0.03855,0.028937,0.021033,0.017089,0.016086,0.015233,0.015546,0.01587,0.016311,0.016982,0.017025,0.015767,0.013644,0.01213,0.011473,0.011019,0.010568,0.010052,0.009481,0.008843,0.008407,0.007832,0.007353,0.007073,,7.6383876e-05,8.1862852e-05,5.6711745e-05,5.1667609e-05,5.4728878e-05,7.0156977e-05,8.3915293e-05,8.9803018e-05,8.1358438e-05,5.92686e-05,3.2030265e-05,8.4184894e-06,-9.7751881e-06,-1.7167457e-05,-1.4697569e-05,-1.1088403e-05,-2.2089838e-05,-6.79306e-05,-0.00015268948,-0.00026428665,-0.00034659303,-0.000371318,-0.00032645128,-0.00019826934,-2.9464713e-05,5.5581163e-05,7.6305605e-05,8.728095e-05,5.3459147e-05,-1.1801539e-05,-2.7020916e-05,-4.9223812e-05,-0.0001163804,-0.00015310693,-0.00012295517,-5.22329e-05,7.567074e-05,0.00020747054,0.00027517502,0.00026789581,0.00021836761,0.00011838066,2.5542462e-05,-2.9595165e-05,-5.5702918e-05,-6.7817541e-05,-4.7136583e-05,-1.187981e-05,1.3323477e-05,2.5038048e-05,2.9516894e-05,2.1420185e-05,7.7662304e-06,2.0959256e-06,7.4792364e-06,1.1114493e-05,2.3794408e-05,,
395,,-0.003206671,0,0.029287,0.030003,0.031594,0.033659,0.035939,0.03784,0.039163,0.041032,0.043803,0.047328,0.05131,0.055254,0.059355,0.063809,0.067831,0.071651,0.075596,0.079786,0.084468,0.089062,0.093941,0.098739,0.102338,0.103632,0.101503,0.097539,0.09397,0.091977,0.090778,0.090357,0.088569,0.081424,0.074602,0.074948,0.07906,0.079673,0.072448,0.058436,0.043925,0.035254,0.032885,0.031346,0.032098,0.032986,0.034468,0.036458,0.036962,0.034087,0.028304,0.02384,0.021894,0.020526,0.01925,0.017824,0.016439,0.015192,0.014061,0.012551,0.011781,0.011193,,4.5987976e-05,4.7383681e-05,2.8978449e-05,2.378221e-05,2.4685904e-05,3.4797234e-05,4.4607332e-05,4.9512382e-05,4.5757032e-05,3.4496002e-05,2.1342236e-05,1.0583259e-05,3.2784005e-06,3.6549396e-06,9.7849962e-06,1.406248e-05,1.0648526e-05,-7.5056795e-06,-4.4130383e-05,-9.3843586e-05,-0.00014013279,-0.00016524042,-0.00016074705,-0.00011841904,-6.3097913e-05,-3.9044595e-05,-3.5213937e-05,-1.4941072e-05,-7.5809873e-07,3.7151858e-07,1.7923261e-05,6.0698103e-06,-7.6276781e-05,-0.00016321213,-0.0001902376,-0.00016128927,-5.1068743e-05,0.00010083215,0.00021598283,0.00025283848,0.00023454872,0.00014221631,3.1413402e-05,-4.9411971e-05,-9.1057196e-05,-0.00011071254,-8.4475293e-05,-2.9108983e-05,1.6201222e-05,3.9471339e-05,5.0059619e-05,4.0857003e-05,2.2276053e-05,1.0819224e-05,1.3570469e-05,1.8058815e-05,3.3632473e-05,,
396,,-0.0045362267,0,0.028168,0.028864,0.030368,0.032253,0.034315,0.035998,0.037084,0.038614,0.040844,0.043724,0.047234,0.050785,0.054687,0.059014,0.062678,0.066156,0.069968,0.074085,0.078689,0.0834,0.088738,0.094318,0.098557,0.099849,0.09768,0.093397,0.089096,0.086249,0.084412,0.083687,0.08177,0.073118,0.064715,0.065753,0.072644,0.075336,0.068133,0.054076,0.039848,0.03141,0.029094,0.027721,0.028234,0.028939,0.030264,0.032036,0.032472,0.02988,0.024601,0.02058,0.018826,0.017601,0.016488,0.015288,0.014112,0.013008,0.012005,0.010691,0.009759,0.008894,,4.3644473e-05,4.3782521e-05,2.3924817e-05,1.7319741e-05,1.8084316e-05,2.9101625e-05,4.1557821e-05,5.0860147e-05,5.0679622e-05,4.0809175e-05,2.9106934e-05,1.7654242e-05,7.9908676e-06,9.3872783e-06,1.943294e-05,2.7434427e-05,2.6940639e-05,7.8846766e-06,-3.4204099e-05,-9.5163003e-05,-0.00015701391,-0.00019528512,-0.00019431348,-0.00015011681,-8.6471275e-05,-5.7109483e-05,-4.8985877e-05,-1.7107359e-05,1.5663162e-05,2.7572475e-05,5.8367845e-05,5.784751e-05,-3.8472974e-05,-0.00016030052,-0.00021136243,-0.00018810131,-8.0721036e-05,7.962196e-05,0.0002128491,0.00026114474,0.00023979505,0.00014594882,3.488903e-05,-4.5332909e-05,-8.5759796e-05,-0.00010418392,-7.9844961e-05,-2.6414994e-05,1.7075502e-05,3.9248168e-05,4.9246044e-05,4.0326006e-05,2.0091324e-05,6.6369332e-06,9.0474673e-06,1.3194223e-05,3.0779441e-05,,
397,,-0.005247607,0,0.027527,0.028349,0.030081,0.032222,0.03452,0.036387,0.037557,0.039191,0.041528,0.044523,0.04819,0.051874,0.055869,0.060196,0.06372,0.067125,0.071026,0.075287,0.079939,0.084674,0.090233,0.096262,0.10097,0.102607,0.100809,0.097002,0.092762,0.089732,0.087785,0.087129,0.085237,0.075626,0.065906,0.066927,0.075779,0.080681,0.074029,0.059163,0.04365,0.034316,0.0318,0.030336,0.031039,0.031932,0.033534,0.03562,0.036133,0.033187,0.02711,0.02246,0.020449,0.019093,0.017802,0.016375,0.015002,0.013773,0.012625,0.011086,0.010111,0.00931,,4.5651393e-05,4.5165528e-05,2.2860401e-05,1.4922968e-05,1.4590796e-05,2.5329384e-05,3.7520606e-05,4.6414893e-05,4.5581983e-05,3.5359006e-05,2.3970947e-05,1.3584363e-05,5.3296315e-06,8.7108489e-06,2.0688886e-05,3.0163235e-05,3.1060597e-05,1.4501556e-05,-2.3891623e-05,-8.1005441e-05,-0.00014246725,-0.00018304681,-0.0001858678,-0.00014781671,-9.1887805e-05,-6.7604517e-05,-6.2408746e-05,-2.9925261e-05,1.1551666e-05,3.5740757e-05,7.7039204e-05,8.4694042e-05,-1.199291e-05,-0.00014929413,-0.00021975434,-0.00020870341,-0.00010600265,5.7307173e-05,0.00020168813,0.00026128085,0.00024536136,0.00015008242,3.4188966e-05,-5.1025644e-05,-9.4153518e-05,-0.0001132212,-8.6925051e-05,-2.9315452e-05,1.7927393e-05,4.2116483e-05,5.2413827e-05,4.297914e-05,2.2166309e-05,8.7554691e-06,1.0971604e-05,1.5631933e-05,3.3296563e-05,,
398,,-0.0048868143,0,0.028095,0.028919,0.030713,0.032939,0.035334,0.037259,0.038511,0.040251,0.042766,0.045963,0.049762,0.053563,0.057612,0.06197,0.065613,0.069102,0.07299,0.077212,0.081866,0.086586,0.092059,0.097892,0.102483,0.104322,0.10294,0.099767,0.09612,0.093549,0.091943,0.091514,0.08983,0.080724,0.07142,0.07246,0.081135,0.086231,0.080124,0.065398,0.049413,0.039499,0.036787,0.035168,0.036052,0.037128,0.038949,0.041299,0.041921,0.038639,0.031798,0.026469,0.02413,0.022557,0.021034,0.019369,0.01773,0.016269,0.014871,0.013036,0.011683,0.010636,,4.4494439e-05,4.4243949e-05,2.3114657e-05,1.5725203e-05,1.5488629e-05,2.5327318e-05,3.6288574e-05,4.3497118e-05,4.184574e-05,3.1714813e-05,2.0294326e-05,1.0386056e-05,3.2099825e-06,6.1370041e-06,1.6778189e-05,2.5396899e-05,2.6306085e-05,1.187508e-05,-2.1426169e-05,-7.0735582e-05,-0.00012373276,-0.00015866684,-0.00016158922,-0.00012886317,-8.1849915e-05,-6.319769e-05,-6.1207686e-05,-3.2953346e-05,4.8567221e-06,2.94001e-05,6.863425e-05,7.471559e-05,-1.6532338e-05,-0.00014499194,-0.00021266134,-0.00020575431,-0.00010819311,4.9921722e-05,0.00019058575,0.00025028586,0.00023986269,0.0001481277,3.2262179e-05,-5.5339727e-05,-0.00010057172,-0.00012114901,-9.3664691e-05,-3.2930153e-05,1.7353388e-05,4.3177048e-05,5.4170774e-05,4.456402e-05,2.2001368e-05,7.6306665e-06,1.033503e-05,1.6008164e-05,3.7100347e-05,,
399,,-0.0043939858,0,0.026428,0.027038,0.028334,0.029988,0.03181,0.033322,0.034265,0.035651,0.037697,0.04035,0.043623,0.046942,0.050616,0.05473,0.058217,0.061492,0.065122,0.069112,0.073555,0.078088,0.08325,0.088679,0.092701,0.093679,0.090915,0.086093,0.081485,0.078514,0.076549,0.075689,0.073642,0.065115,0.056823,0.057277,0.063436,0.065693,0.058621,0.045213,0.032181,0.02488,0.02296,0.021828,0.022285,0.022903,0.024019,0.02551,0.025878,0.023647,0.019214,0.015924,0.014537,0.013591,0.012701,0.011725,0.010769,0.009897,0.009254,0.008252,0.007906,0.007948,,4.4004688e-05,4.4552692e-05,2.5262966e-05,1.9228837e-05,2.074498e-05,3.3184662e-05,4.6568128e-05,5.6773172e-05,5.6791439e-05,4.6081013e-05,3.3507375e-05,2.1500008e-05,1.091136e-05,1.2202213e-05,2.3679844e-05,3.274017e-05,3.1010914e-05,7.9095185e-06,-4.2890415e-05,-0.00011517209,-0.00018724065,-0.00023001537,-0.00022683695,-0.00017081272,-9.3124077e-05,-5.5872011e-05,-4.5691322e-05,-1.3042486e-05,1.8102385e-05,2.7412357e-05,6.0134261e-05,6.1382491e-05,-3.5461921e-05,-0.00016015709,-0.0002117973,-0.00018448845,-6.8914496e-05,9.6314676e-05,0.00022952217,0.00027572496,0.00024869012,0.00014790008,3.4031023e-05,-4.4047311e-05,-8.2340584e-05,-9.947483e-05,-7.4942536e-05,-2.3137929e-05,1.7901451e-05,3.8561186e-05,4.8406984e-05,3.955977e-05,2.2346369e-05,1.421156e-05,1.6385307e-05,1.8455543e-05,2.7089644e-05,,
400,,-0.0029333615,0,0.020545,0.021225,0.022708,0.024619,0.026751,0.028613,0.030113,0.032165,0.034992,0.038451,0.042365,0.046294,0.050422,0.054832,0.058708,0.062222,0.065671,0.069391,0.07359,0.077509,0.081487,0.08539,0.087886,0.087079,0.081577,0.073341,0.067687,0.065201,0.063526,0.062345,0.059951,0.053884,0.048709,0.047998,0.048403,0.045646,0.038444,0.028584,0.020375,0.016386,0.015421,0.014615,0.014968,0.015353,0.015853,0.016588,0.016622,0.015252,0.013031,0.011472,0.010855,0.010396,0.00995,0.009434,0.008804,0.008054,0.007509,0.006954,0.006672,0.006418,,7.7886343e-05,8.2872541e-05,5.5198703e-05,4.8144416e-05,4.9809403e-05,6.3909214e-05,7.7115191e-05,8.2960172e-05,7.498576e-05,5.3498664e-05,2.8006835e-05,6.23932e-06,-9.4816632e-06,-1.2759059e-05,-5.1877492e-06,2.9969767e-06,-4.1537046e-06,-4.6172721e-05,-0.0001291066,-0.00024020506,-0.00032793235,-0.00036086404,-0.00032460237,-0.00020417999,-4.5953643e-05,3.417605e-05,5.4269816e-05,7.0323796e-05,4.6356745e-05,-8.0182272e-06,-1.4345178e-05,-3.1836305e-05,-0.00010598957,-0.00015839285,-0.00013950839,-7.3513561e-05,5.7038952e-05,0.00019805459,0.00027589712,0.00027509092,0.00022640319,0.00012180695,2.3660343e-05,-3.372037e-05,-6.046532e-05,-7.2146519e-05,-4.895062e-05,-1.117294e-05,1.5011173e-05,2.5693379e-05,2.9259957e-05,2.0207685e-05,7.31718e-06,2.4711913e-06,1.0209e-05,1.5738509e-05,2.6254217e-05,,
401,,-0.0026900109,0,0.022507,0.023272,0.025007,0.027256,0.029748,0.031972,0.033788,0.036226,0.039577,0.043684,0.048277,0.052865,0.057646,0.062769,0.067354,0.071507,0.075478,0.079694,0.084472,0.08884,0.093111,0.09721,0.099756,0.09863,0.09203,0.082188,0.07561,0.072884,0.071102,0.069783,0.067107,0.060642,0.055311,0.054388,0.054118,0.050449,0.042488,0.031937,0.023233,0.018988,0.017947,0.017076,0.017498,0.017873,0.018406,0.019208,0.019294,0.017928,0.015636,0.013995,0.013315,0.012829,0.01239,0.011874,0.011226,0.010568,0.010084,0.009558,0.0093,0.009465,,8.3379254e-05,8.89532e-05,6.0036869e-05,5.3083312e-05,5.4232988e-05,6.7878452e-05,8.0881682e-05,8.6193978e-05,7.7178933e-05,5.4906936e-05,2.8036235e-05,4.979286e-06,-1.1805982e-05,-1.7316498e-05,-1.2892228e-05,-6.9852723e-06,-1.5746596e-05,-5.9822791e-05,-0.00014506531,-0.00025790006,-0.00034357073,-0.00037213027,-0.00033051993,-0.00020168487,-3.2967948e-05,5.2583797e-05,7.3729905e-05,8.5742037e-05,5.2187358e-05,-1.2503717e-05,-2.5261155e-05,-4.5994965e-05,-0.00011449979,-0.00015433408,-0.0001256239,-5.7547226e-05,7.0843822e-05,0.00020452338,0.00027392416,0.00026770005,0.00021907273,0.00011789332,2.476164e-05,-3.0359373e-05,-5.6722631e-05,-6.8845765e-05,-4.7319075e-05,-1.2091419e-05,1.3019089e-05,2.4944003e-05,2.9495134e-05,2.1455331e-05,9.4194137e-06,7.9922298e-06,1.3034946e-05,1.6856627e-05,2.245436e-05,,
402,,-0.0018873414,0,0.024475,0.025055,0.026306,0.027901,0.029689,0.031227,0.032373,0.034081,0.036569,0.039717,0.043312,0.046876,0.050621,0.054749,0.05845,0.061649,0.064517,0.067628,0.071364,0.074804,0.078082,0.081124,0.082516,0.080209,0.072973,0.063288,0.057091,0.054434,0.052551,0.051056,0.04861,0.043524,0.039492,0.038683,0.038015,0.034868,0.028955,0.021615,0.015883,0.01322,0.012542,0.011825,0.012055,0.012273,0.012482,0.012881,0.01283,0.011874,0.010483,0.009522,0.009131,0.008822,0.008523,0.008167,0.007675,0.007098,0.006702,0.006341,0.006257,0.006115,,8.3950901e-05,8.919353e-05,6.0135368e-05,5.5225422e-05,6.1179305e-05,8.2425146e-05,0.00010055065,0.00010912011,9.9862338e-05,7.1721923e-05,3.5998623e-05,5.3573477e-06,-1.7953424e-05,-2.7291499e-05,-2.1842377e-05,-1.1861879e-05,-2.4308822e-05,-8.9136171e-05,-0.00020861535,-0.00035823104,-0.00046621544,-0.00049294482,-0.00041875645,-0.00023042331,1.3307331e-06,0.00012006424,0.00015073993,0.00015819663,0.00010182402,1.0737639e-05,-1.149478e-05,-3.3669841e-05,-0.00010246644,-0.00013483997,-9.8474246e-05,-2.9379374e-05,9.5411265e-05,0.00022014455,0.00027597797,0.00026000918,0.00020804176,0.00010759436,2.0878743e-05,-2.5490421e-05,-4.690834e-05,-5.7508317e-05,-3.6365722e-05,-6.0341861e-06,1.2768154e-05,1.9697144e-05,2.1658828e-05,1.3410577e-05,4.6575657e-06,3.2924171e-06,1.2045428e-05,1.7586326e-05,2.5031548e-05,,
