date,icase,490.000000,665.000000,865.000000,3.000000,4.000000,5.000000
1970-01-01 00:00:00,169,0.042259,0.014805,0.004358,0.0,0.0,0.0
1970-01-01 00:00:00,170,0.041745,0.014396,0.00481,0.0,0.0,0.0
1970-01-01 00:00:00,171,0.028799,0.009575,0.002678,0.0,0.0,0.0
1970-01-01 00:00:00,172,0.030428,0.01234,0.003184,0.0,0.0,0.0
1970-01-01 00:00:00,173,0.034513,0.013177,0.003191,0.0,0.0,0.0
1970-01-01 00:00:00,174,0.036426,0.013088,0.002248,0.0,0.0,0.0
1970-01-01 00:00:00,175,0.036565,0.014645,0.002925,0.0,0.0,0.0
1970-01-01 00:00:00,176,0.035798,0.015699,0.003989,0.0,0.0,0.0
1970-01-01 00:00:00,177,0.034125,0.014834,0.00352,0.0,0.0,0.0
1970-01-01 00:00:00,178,0.033839,0.015977,0.004048,0.0,0.0,0.0
1970-01-01 00:00:00,179,0.030109,0.013556,0.002828,0.0,0.0,0.0
1970-01-01 00:00:00,180,0.029066,0.011144,0.002402,0.0,0.0,0.0
1970-01-01 00:00:00,181,0.026986,0.009257,0.002302,0.0,0.0,0.0
1970-01-01 00:00:00,182,0.031838,0.011125,0.004066,0.0,0.0,0.0
1970-01-01 00:00:00,183,0.032717,0.012214,0.00417,0.0,0.0,0.0
1970-01-01 00:00:00,184,0.019263,0.013623,0.003059,0.0,0.0,0.0
1970-01-01 00:00:00,185,0.018209,0.008185,0.002211,0.0,0.0,0.0
1970-01-01 00:00:00,186,0.021291,0.01268,0.003992,0.0,0.0,0.0
1970-01-01 00:00:00,187,0.018279,0.010252,0.002411,0.0,0.0,0.0
1970-01-01 00:00:00,188,0.015933,0.008249,0.002206,0.0,0.0,0.0
1970-01-01 00:00:00,189,0.013939,0.006296,0.002164,0.0,0.0,0.0
1970-01-01 00:00:00,190,0.008271,0.003679,0.000907,0.0,0.0,0.0
1970-01-01 00:00:00,191,0.012188,0.005667,0.001982,0.0,0.0,0.0
1970-01-01 00:00:00,192,0.012521,0.004824,0.001595,0.0,0.0,0.0
1970-01-01 00:00:00,193,0.012807,0.005063,0.001459,0.0,0.0,0.0
1970-01-01 00:00:00,194,0.010488,0.005347,0.00209,0.0,0.0,0.0
1970-01-01 00:00:00,195,0.007833,0.003104,0.001037,0.0,0.0,0.0
1970-01-01 00:00:00,196,0.008899,0.005311,0.001907,0.0,0.0,0.0
1970-01-01 00:00:00,197,0.008889,0.00482,0.002043,0.0,0.0,0.0
1970-01-01 00:00:00,198,0.007972,0.004412,0.001709,0.0,0.0,0.0
1970-01-01 00:00:00,199,0.007693,0.004872,0.001428,0.0,0.0,0.0
1970-01-01 00:00:00,200,0.005827,0.004012,0.001417,0.0,0.0,0.0
1970-01-01 00:00:00,201,0.009645,0.005896,0.001554,0.0,0.0,0.0
1970-01-01 00:00:00,202,0.008764,0.004694,0.001062,0.0,0.0,0.0
1970-01-01 00:00:00,203,0.009315,0.006879,0.0021,0.0,0.0,0.0
1970-01-01 00:00:00,204,0.010386,0.007245,0.001685,0.0,0.0,0.0
1970-01-01 00:00:00,205,0.010493,0.006548,0.001602,0.0,0.0,0.0
1970-01-01 00:00:00,206,0.01086,0.00625,0.001762,0.0,0.0,0.0
1970-01-01 00:00:00,207,0.008548,0.004602,0.000818,0.0,0.0,0.0
1970-01-01 00:00:00,208,0.012172,0.009385,0.005167,0.0,0.0,0.0
1970-01-01 00:00:00,209,0.011882,0.009023,0.003938,0.0,0.0,0.0
1970-01-01 00:00:00,210,0.009039,0.005556,0.001613,0.0,0.0,0.0
1970-01-01 00:00:00,211,0.009219,0.005785,0.001445,0.0,0.0,0.0
1970-01-01 00:00:00,212,0.009013,0.005512,0.002065,0.0,0.0,0.0
1970-01-01 00:00:00,213,0.009624,0.009229,0.001561,0.0,0.0,0.0
1970-01-01 00:00:00,214,0.022776,0.007928,0.000853,0.0,0.0,0.0
1970-01-01 00:00:00,215,0.025338,0.01071,0.003322,0.0,0.0,0.0
1970-01-01 00:00:00,216,0.016722,0.005735,0.001008,0.0,0.0,0.0
1970-01-01 00:00:00,217,0.019802,0.009181,0.002197,0.0,0.0,0.0
1970-01-01 00:00:00,218,0.017242,0.007193,0.002844,0.0,0.0,0.0
1970-01-01 00:00:00,219,0.020529,0.008516,0.002759,0.0,0.0,0.0
1970-01-01 00:00:00,220,0.012407,0.003619,0.000973,0.0,0.0,0.0
1970-01-01 00:00:00,221,0.011116,0.003311,0.00081,0.0,0.0,0.0
1970-01-01 00:00:00,222,0.012361,0.004408,0.001472,0.0,0.0,0.0
1970-01-01 00:00:00,223,0.01053,0.003227,0.000817,0.0,0.0,0.0
1970-01-01 00:00:00,224,0.010864,0.003684,0.001204,0.0,0.0,0.0
1970-01-01 00:00:00,225,0.010282,0.003386,0.00095,0.0,0.0,0.0
1970-01-01 00:00:00,226,0.01126,0.004636,0.001514,0.0,0.0,0.0
1970-01-01 00:00:00,227,0.011127,0.006476,0.00161,0.0,0.0,0.0
1970-01-01 00:00:00,228,0.008899,0.005607,0.001323,0.0,0.0,0.0
1970-01-01 00:00:00,229,0.00835,0.005013,0.001309,0.0,0.0,0.0
1970-01-01 00:00:00,230,0.007439,0.004415,0.000795,0.0,0.0,0.0
1970-01-01 00:00:00,231,0.008521,0.005151,0.001472,0.0,0.0,0.0
1970-01-01 00:00:00,232,0.008865,0.005588,0.001815,0.0,0.0,0.0
1970-01-01 00:00:00,233,0.016438,0.006722,0.001752,0.0,0.0,0.0
1970-01-01 00:00:00,234,0.018839,0.00745,0.002277,0.0,0.0,0.0
1970-01-01 00:00:00,235,0.019936,0.00747,0.001762,0.0,0.0,0.0
1970-01-01 00:00:00,236,0.011886,0.003376,0.000973,0.0,0.0,0.0
1970-01-01 00:00:00,237,0.01434,0.006175,0.002359,0.0,0.0,0.0
1970-01-01 00:00:00,238,0.009802,0.003155,0.000415,0.0,0.0,0.0
1970-01-01 00:00:00,239,0.013403,0.005081,0.00132,0.0,0.0,0.0
1970-01-01 00:00:00,240,0.01244,0.004289,0.001162,0.0,0.0,0.0
1970-01-01 00:00:00,241,0.012332,0.005228,0.002045,0.0,0.0,0.0
1970-01-01 00:00:00,242,0.019105,0.008423,0.002937,0.0,0.0,0.0
1970-01-01 00:00:00,243,0.021727,0.006326,0.001426,0.0,0.0,0.0
1970-01-01 00:00:00,244,0.018025,0.005454,0.000871,0.0,0.0,0.0
1970-01-01 00:00:00,245,0.019336,0.00872,0.002261,0.0,0.0,0.0
1970-01-01 00:00:00,246,0.022099,0.008991,0.001345,0.0,0.0,0.0
1970-01-01 00:00:00,247,0.019831,0.006389,0.001559,0.0,0.0,0.0
1970-01-01 00:00:00,248,0.027521,0.012024,0.003989,0.0,0.0,0.0
1970-01-01 00:00:00,249,0.022154,0.008259,0.001175,0.0,0.0,0.0
1970-01-01 00:00:00,250,0.023509,0.008797,0.001614,0.0,0.0,0.0
1970-01-01 00:00:00,251,0.019529,0.007464,0.001013,0.0,0.0,0.0
1970-01-01 00:00:00,252,0.017938,0.006758,0.000882,0.0,0.0,0.0
1970-01-01 00:00:00,253,0.018168,0.00771,0.001936,0.0,0.0,0.0
1970-01-01 00:00:00,254,0.021903,0.010633,0.002278,0.0,0.0,0.0
1970-01-01 00:00:00,255,0.022238,0.011378,0.00329,0.0,0.0,0.0
1970-01-01 00:00:00,256,0.018955,0.009029,0.001415,0.0,0.0,0.0
1970-01-01 00:00:00,257,0.014866,0.005851,0.001164,0.0,0.0,0.0
1970-01-01 00:00:00,258,0.013785,0.004951,0.001123,0.0,0.0,0.0
1970-01-01 00:00:00,259,0.012144,0.005364,0.00135,0.0,0.0,0.0
1970-01-01 00:00:00,260,0.008346,0.003763,0.000944,0.0,0.0,0.0
1970-01-01 00:00:00,261,0.00881,0.004495,0.001263,0.0,0.0,0.0
1970-01-01 00:00:00,262,0.014168,0.005473,0.000886,0.0,0.0,0.0
1970-01-01 00:00:00,263,0.014887,0.005964,0.001322,0.0,0.0,0.0
1970-01-01 00:00:00,264,0.016749,0.007776,0.002065,0.0,0.0,0.0
1970-01-01 00:00:00,265,0.051313,0.073973,0.016046,0.0,0.0,0.0
1970-01-01 00:00:00,266,0.042167,0.061278,0.014973,0.0,0.0,0.0
1970-01-01 00:00:00,267,0.084803,0.087957,0.016096,0.0,0.0,0.0
1970-01-01 00:00:00,268,0.089459,0.101856,0.021673,0.0,0.0,0.0
1970-01-01 00:00:00,269,0.052854,0.050625,0.008837,0.0,0.0,0.0
1970-01-01 00:00:00,270,0.088211,0.082271,0.012951,0.0,0.0,0.0
1970-01-01 00:00:00,271,0.085307,0.066795,0.009044,0.0,0.0,0.0
1970-01-01 00:00:00,272,0.085244,0.073854,0.014744,0.0,0.0,0.0
1970-01-01 00:00:00,273,0.049554,0.034563,0.00658,0.0,0.0,0.0
1970-01-01 00:00:00,274,0.0401,0.055239,0.010933,0.0,0.0,0.0
1970-01-01 00:00:00,275,0.072314,0.058241,0.008726,0.0,0.0,0.0
1970-01-01 00:00:00,276,0.061401,0.035351,0.005018,0.0,0.0,0.0
1970-01-01 00:00:00,277,0.085029,0.048132,0.007521,0.0,0.0,0.0
1970-01-01 00:00:00,278,0.042742,0.066304,0.011784,0.0,0.0,0.0
1970-01-01 00:00:00,279,0.078597,0.082107,0.014723,0.0,0.0,0.0
1970-01-01 00:00:00,280,0.085292,0.099482,0.022703,0.0,0.0,0.0
1970-01-01 00:00:00,281,0.06724,0.052156,0.007512,0.0,0.0,0.0
1970-01-01 00:00:00,282,0.04321,0.029179,0.004434,0.0,0.0,0.0
1970-01-01 00:00:00,283,0.049935,0.052936,0.007771,0.0,0.0,0.0
1970-01-01 00:00:00,284,0.05968,0.061576,0.01008,0.0,0.0,0.0
1970-01-01 00:00:00,285,0.068082,0.071818,0.014159,0.0,0.0,0.0
1970-01-01 00:00:00,286,0.072573,0.063814,0.009304,0.0,0.0,0.0
1970-01-01 00:00:00,287,0.043006,0.025394,0.004824,0.0,0.0,0.0
1970-01-01 00:00:00,288,0.039279,0.028917,0.004896,0.0,0.0,0.0
1970-01-01 00:00:00,289,0.032023,0.019814,0.00472,0.0,0.0,0.0
1970-01-01 00:00:00,290,0.027084,0.020958,0.004781,0.0,0.0,0.0
1970-01-01 00:00:00,291,0.042855,0.033092,0.008933,0.0,0.0,0.0
1970-01-01 00:00:00,292,0.025756,0.018237,0.004897,0.0,0.0,0.0
1970-01-01 00:00:00,293,0.021386,0.015516,0.00461,0.0,0.0,0.0
1970-01-01 00:00:00,294,0.021571,0.015808,0.003584,0.0,0.0,0.0
1970-01-01 00:00:00,295,0.034685,0.028197,0.00653,0.0,0.0,0.0
1970-01-01 00:00:00,296,0.028161,0.021481,0.003943,0.0,0.0,0.0
1970-01-01 00:00:00,297,0.029436,0.022856,0.006764,0.0,0.0,0.0
1970-01-01 00:00:00,298,0.028675,0.021566,0.006185,0.0,0.0,0.0
1970-01-01 00:00:00,299,0.051421,0.04454,0.010777,0.0,0.0,0.0
1970-01-01 00:00:00,300,0.026056,0.023478,0.006283,0.0,0.0,0.0
1970-01-01 00:00:00,301,0.022527,0.018334,0.005332,0.0,0.0,0.0
1970-01-01 00:00:00,302,0.026427,0.017767,0.004725,0.0,0.0,0.0
1970-01-01 00:00:00,303,0.065482,0.067878,0.013277,0.0,0.0,0.0
1970-01-01 00:00:00,304,0.051389,0.035999,0.005057,0.0,0.0,0.0
1970-01-01 00:00:00,305,0.070629,0.078808,0.018263,0.0,0.0,0.0
1970-01-01 00:00:00,306,0.055006,0.056769,0.011974,0.0,0.0,0.0
1970-01-01 00:00:00,307,0.053786,0.044063,0.005986,0.0,0.0,0.0
1970-01-01 00:00:00,308,0.054239,0.066822,0.018499,0.0,0.0,0.0
1970-01-01 00:00:00,309,0.042544,0.051462,0.008642,0.0,0.0,0.0
1970-01-01 00:00:00,310,0.035744,0.038441,0.00931,0.0,0.0,0.0
1970-01-01 00:00:00,311,0.022938,0.02316,0.005774,0.0,0.0,0.0
1970-01-01 00:00:00,312,0.02306,0.025306,0.006072,0.0,0.0,0.0
1970-01-01 00:00:00,313,0.020171,0.014872,0.003656,0.0,0.0,0.0
1970-01-01 00:00:00,314,0.037187,0.030667,0.006283,0.0,0.0,0.0
1970-01-01 00:00:00,315,0.023129,0.017817,0.004849,0.0,0.0,0.0
1970-01-01 00:00:00,316,0.028393,0.025422,0.006904,0.0,0.0,0.0
1970-01-01 00:00:00,317,0.031018,0.031616,0.008913,0.0,0.0,0.0
1970-01-01 00:00:00,318,0.026884,0.028992,0.007088,0.0,0.0,0.0
1970-01-01 00:00:00,319,0.012877,0.00972,0.002354,0.0,0.0,0.0
1970-01-01 00:00:00,320,0.015743,0.014292,0.004703,0.0,0.0,0.0
1970-01-01 00:00:00,321,0.030086,0.036832,0.008294,0.0,0.0,0.0
1970-01-01 00:00:00,322,0.028489,0.027728,0.007883,0.0,0.0,0.0
1970-01-01 00:00:00,323,0.019801,0.022096,0.003997,0.0,0.0,0.0
1970-01-01 00:00:00,324,0.01594,0.014763,0.004137,0.0,0.0,0.0
1970-01-01 00:00:00,325,0.035307,0.03428,0.00709,0.0,0.0,0.0
1970-01-01 00:00:00,326,0.05526,0.055999,0.009695,0.0,0.0,0.0
1970-01-01 00:00:00,327,0.071663,0.081283,0.01748,0.0,0.0,0.0
1970-01-01 00:00:00,328,0.06843,0.079041,0.020726,0.0,0.0,0.0
