wavelength,lu,lu_std,ld,ld_std,ed,ed_std,lw,lw_std,rhow,rhow_std,rhow_nosc,rhow_nosc_std,cycle_id,platform_id,azimuth,timestamp,solar_zenith_angle
355.0,4.087210196807356,0.07145833213626836,43.46801995873596,0.07609994594018529,471.96629166059944,2.1924268301095537,2.9377201430085633,0.07145833213626836,0.01814352986439135,0.00040828715695302823,0.019554616892460838,0.00047565467119952223,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
357.5,4.125592605968253,0.0710164010155938,42.79678892552712,0.07952573053064327,475.9537776806578,2.256171095560307,2.993852921227152,0.0710164010155938,0.018350214981316344,0.00040176944405133526,0.019761302009385834,0.0004687526692238356,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
360.0,4.249463164651238,0.07261813039727562,42.93271281604189,0.08091757336153427,487.5364285697554,2.3349889800445087,3.1141290405874185,0.0726181303972756,0.018655772272968957,0.00040007805188023985,0.020066859301038444,0.0004679375152391626,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
362.5,4.54928663578272,0.07825463134274695,44.83462825143368,0.07780802062551374,525.2418807348355,2.525066198600562,3.363657308987683,0.07825463134274695,0.018707721998212468,0.0003984009661795422,0.02011880902628195,0.000468058972357279,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
365.0,4.897865838128069,0.08455853403589456,47.1051883329534,0.08703490880081864,561.3913612338025,2.7316270144227928,3.652192685257282,0.08455853403589456,0.019026886374802682,0.0004037302916071383,0.020437973402872168,0.0004731965749199588,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
367.5,5.124213896176344,0.08778997080557896,48.15167977605211,0.09217822133264622,587.1971620832836,2.8647882555439974,3.8508668003385353,0.08778997080557896,0.019191626389303103,0.0004015455441657113,0.02060271341737259,0.00046968947595586583,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
370.0,5.221276923071496,0.0886597487054625,47.904810257589524,0.09228427796809167,594.3593163020325,2.844172197640253,3.9544581682146696,0.0886597487054625,0.01949091011313167,0.0004003187052284168,0.020901997141201153,0.00046862698634079716,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
372.5,5.19523145007942,0.08900941228526035,46.409728081543996,0.08885833976368364,591.6945053480689,2.8551965118833924,3.967949395827029,0.08900941228526042,0.019656677771289637,0.00039821935303904825,0.021067764799359127,0.0004725940721237963,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
375.0,5.261748616441898,0.08984148904549746,45.664358765937465,0.09059397720730825,596.2366244085639,2.923909421984001,4.0541774810560645,0.08984148904549737,0.01995052289226866,0.00039978074376925975,0.021361609920338143,0.00047337810261634835,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
377.5,5.298940414234611,0.09046390011612698,44.736562376724756,0.08633542171218916,599.1132867130945,2.972130862580318,4.115904390463313,0.09046390011612698,0.02017163410785772,0.0004024575854101675,0.021582721135927203,0.0004743689220766767,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
380.0,5.267387117695783,0.08999784752939839,43.28237987314724,0.08031002830236554,591.4488030188794,2.9211115332708415,4.122806223140341,0.08999784752939839,0.020487981288040594,0.0004077541656839225,0.02189906831611008,0.0004780406608215378,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
382.5,5.106179483453476,0.08642322196298717,40.747387649524775,0.0813076655720763,572.0758914354539,2.8568009198991247,4.028635190755617,0.08642322196298716,0.020712429989076398,0.00040521088589423533,0.02212351701714588,0.00047459884830527554,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
385.0,5.143868045381498,0.08512505718040383,39.7660557318541,0.08068988608340914,573.3047241420738,2.847255906487984,4.092274584580481,0.08512505718040371,0.021013740868873296,0.0003952115925799559,0.022424827896942782,0.0004664679061812415,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
387.5,5.300402442000501,0.08727627371828713,39.77428390735218,0.0827754306638601,587.1234214617367,2.8782026713996745,4.248591391212526,0.08727627371828713,0.021322367327247807,0.00039376202273492617,0.022733454355317297,0.0004669997658472421,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
390.0,5.5111065695981365,0.09137867470923645,40.24677982401161,0.0842976935751082,604.9110208923692,2.9240593977610976,4.446800600542061,0.09137867470923645,0.021683278285415664,0.00040077041566068496,0.023094365313485143,0.0004745732235756162,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
392.5,5.651636189064233,0.09356632695482733,40.15130923824036,0.07749639297410309,621.3173258704817,3.150157239473525,4.5898548919135855,0.09356632695482733,0.021796787288451244,0.0004024015795298758,0.02320787431652073,0.00047310331314652813,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
395.0,6.136961511276137,0.09988271132254029,42.30556250527681,0.07935452868774456,672.1491194252832,3.395865143267175,5.018212063605343,0.09988271132254035,0.0220437947794945,0.00039472705199134676,0.023454881807563978,0.0004668469883287618,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
397.5,6.94098259008926,0.11283741996283912,46.56634607225269,0.09140194497146473,754.240881144358,3.758545955592803,5.709558851381574,0.11283741996283912,0.02237058351135313,0.00039691230015599974,0.023781670539422615,0.00046999469064503546,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
400.0,7.913104174913817,0.12979923137142438,51.90593038325617,0.1070158345276308,864.1569968262916,4.371385300207809,6.540477798893801,0.12979923137142438,0.02236644075847259,0.0003984565340470147,0.023777527786542074,0.0004718775792080257,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
402.5,8.680319690578797,0.14330769088995296,55.76175669502669,0.10420946470796504,938.0458060197875,4.727369435075231,7.205727915657163,0.14330769088995296,0.022721489162050933,0.0004052869671291553,0.024132576190120415,0.0004799492583556165,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
405.0,9.02891321996472,0.14755258675887445,56.67495933034226,0.10955123902960189,981.6611767654105,4.943005980724531,7.530172257953484,0.14755258675887445,0.02268758816228657,0.00039726284405874364,0.024098675190356057,0.0004722098963995461,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
407.5,9.276292262335103,0.1499022675892289,56.80810282433441,0.11334308802266922,1007.0706981948083,5.0919014121489905,7.774030387196991,0.1499022675892289,0.02284027565876098,0.0003929289650424899,0.024251362686830466,0.00046762542437082705,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
410.0,9.4930713777711,0.15215436569185437,56.637121529331296,0.11277655389687,1029.5191600107191,5.267383212910769,7.995331017488701,0.15215436569185437,0.022986781572355185,0.00039022801626400447,0.024397868600424675,0.0004643012544459763,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
412.5,9.731790162828002,0.15614033948851547,56.49967633260071,0.10387185469769927,1049.39096244724,5.434931230385596,8.23768447205054,0.1561403394885155,0.023250311769984135,0.00039375410380430495,0.02466139879805362,0.00046744193634200336,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
415.0,9.903241649866983,0.15960568476722853,55.87339858034014,0.10712331048395089,1062.0878014353957,5.522129890404135,8.425697561109178,0.15960568476722853,0.02351162606926209,0.00039824293179361507,0.024922713097331572,0.000472104138714555,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
417.5,10.024480495177384,0.16056867976109288,54.87525870167704,0.10642545026660527,1067.5195570245526,5.546071703676429,8.573331716440885,0.16056867976109288,0.02381928534302852,0.0003988721693101671,0.025230372371098007,0.00047253596565487486,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
420.0,10.099308140161229,0.15949357245406637,53.55167720275014,0.10078146813275922,1065.459643046643,5.5299182157537885,8.683160812373101,0.15949357245406637,0.024191904503441695,0.0003969441740083005,0.025602991531511177,0.00047027950686495543,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
422.5,10.127789786270265,0.15901159963283398,51.971808606790454,0.10096814896282685,1053.431784258985,5.485365487673291,8.753421293567994,0.15901159963283398,0.02469376801861373,0.00039982786496727674,0.02610485504668322,0.0004742116961977473,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
425.0,10.038411851854951,0.15730003989183247,49.83728076902332,0.09426398517485816,1033.6361961383702,5.393178962384327,8.720489880558514,0.15730003989183247,0.025093622314364662,0.00040300111849826567,0.02650470934243415,0.00047809147123501915,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
427.5,10.000626766978861,0.1561409388557195,47.93531951636232,0.08870604338121188,1014.5348884644922,5.30118715939854,8.733001210028418,0.1561409388557195,0.025631386086620512,0.00040823225178555786,0.02704247311469,0.0004835035561725875,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
430.0,10.099666240568537,0.15694472283310792,46.65772131917091,0.08630008341353809,1011.1367795991215,5.301853481233698,8.86582612914372,0.15694472283310795,0.026134953030294287,0.00041280114856918844,0.027546040058363773,0.0004876258071313125,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
432.5,10.52335022475086,0.1637668184252372,46.86056046242927,0.08466393835493666,1039.963249114204,5.50104897536881,9.28414613360215,0.1637668184252372,0.02663510144351525,0.0004208120372868152,0.02804618847158474,0.000494718091340937,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
435.0,11.11593938948536,0.17169051122840773,47.74955082898151,0.09057320684401923,1078.7637250815644,5.680997158053955,9.85322639258836,0.17169051122840773,0.027283633539005737,0.00042582758370798244,0.028694720567075224,0.0004999998018337692,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
437.5,11.745901039216735,0.1802990405076759,48.672061913579846,0.09254046918675576,1121.8604621545728,5.848516019028543,10.458792697943075,0.1802990405076759,0.027877106480571498,0.0004304197052935242,0.029288193508640984,0.0005048989247917342,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
440.0,12.384449546367824,0.18951980683451272,49.47018543252446,0.08919988204867993,1162.1131249999873,6.055343525528788,11.07623522769743,0.1895198068345127,0.028531797594946104,0.0004377268929416808,0.02994288462301559,0.000512337413675686,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
442.5,13.054969125785489,0.199759170076778,50.19405134571364,0.08714256627791758,1202.2531113827654,6.290069371880988,11.727612534973765,0.199759170076778,0.029234191437166445,0.00044758305499321445,0.030645278465235928,0.000521988203032065,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
445.0,13.74482591784557,0.20852314734624813,50.839456208885174,0.08605955142347502,1240.8214374656534,6.523464242075928,12.400401918129704,0.20852314734624813,0.029985059420790862,0.00045360626479047417,0.031396146448860345,0.0005279525063206596,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
447.5,14.391001701485596,0.21692709303757907,51.261086393047925,0.08687108648316502,1275.581871639445,6.7291645326159575,13.035427902364638,0.21692709303757907,0.0306934806558805,0.0004601354439442742,0.03210456768394998,0.0005342632856451258,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
450.0,14.962657408600036,0.22494932889190095,51.383265354884,0.08911945462342784,1301.0374465560305,6.8473822062626875,13.603852647922805,0.22494932889190095,0.03143790102555131,0.00046936879657908146,0.0328489880536208,0.0005431812596535541,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
452.5,15.39895812868274,0.23082897155974041,51.04917568200343,0.08962612139158956,1316.25579329297,6.916508497830425,14.048988202360004,0.23082897155974041,0.03212053984248369,0.0004770702209334815,0.03353162687055318,0.0005509344042266723,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
455.0,15.746937171403466,0.23633767861510638,50.44519966580561,0.08771131346812075,1326.929622739607,7.016388024418494,14.412939088841068,0.2363376786151064,0.032712488768403485,0.0004853379173839164,0.03412357579647297,0.0005595449089234665,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
457.5,16.0685679295481,0.24175969847067955,49.78995591388704,0.082935298171507,1334.7047321815037,7.113033021566202,14.751897440383315,0.24175969847067957,0.03331153851433851,0.0004947210862985664,0.034722625542407994,0.0005690475760943705,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
460.0,16.375542314427694,0.246793246863608,49.12771764517569,0.07705951315540946,1341.6100970471919,7.058029063108463,15.076384385159843,0.246793246863608,0.03389265623635526,0.0005038373691730757,0.03530374326442475,0.0005779054980345837,RTBE-P-JAGUAR_021141_20240418_132006,OOSTENDE_RT1,225,2024-04-18T13:22:14,44.45
